    0.748703760644012783E+00    0.450131335359722584E+02   -0.114812545136367067E-02   -0.582240177812844346E-03    0.100209437307781557E+01    0.751207902200092148E+00    0.445252836437650927E+02    0.493305561070438880E+00    0.990791571362953372E+00    0.183478486626011128E-02    0.146277659925026686E-02    0.505971421557277717E-04    0.498941019584426604E+00    0.298930269194965881E+02    0.499871333726653191E+02    0.500035122230854182E-01    0.285673140032496682E-05    0.160085392880750986E-03    0.159955109352911311E+02    0.498331699127462091E+01    0.201062265639595438E+03    0.498285465838444495E+02   -0.431135005537514080E+05
    0.748429262390733596E+00    0.450228088728191480E+02   -0.120576200741372651E-02   -0.623586856129927777E-03    0.100203361319307760E+01    0.749279661578429623E+00    0.447009057101235214E+02    0.496338549038742138E+00    0.994413063531349062E+00    0.144412185497005702E-02    0.112330535615022260E-02    0.502686788908140696E-04    0.498540123248683187E+00    0.298681302609677211E+02    0.499890866312655220E+02    0.498502025098568682E-01   -0.542822039698887489E-04    0.856528182997406436E-04    0.159948996454838817E+02    0.497989138268466380E+01    0.200958007886089348E+03    0.498584370521190507E+02   -0.431129370711732918E+05
    0.748384805498410577E+00    0.450153666406842206E+02   -0.118704791745190665E-02   -0.538396777211027646E-03    0.100207204236211189E+01    0.748192517667381596E+00    0.448942418223222788E+02    0.496295448500077840E+00    0.993885240647654267E+00    0.175145402148444871E-02    0.142983015521311210E-02    0.503022964004979639E-04    0.498689200871294036E+00    0.298943722554208016E+02    0.500111715250313225E+02    0.497631392570392975E-01   -0.174332946501894491E-03    0.137445033743107114E-03    0.159954582407443997E+02    0.498219981160680980E+01    0.200750244757865971E+03    0.498998680647017991E+02   -0.431114022217276943E+05
    0.748475841930866803E+00    0.450215137049940637E+02   -0.127718309701219113E-02   -0.654471409829392755E-03    0.100205537894071650E+01    0.748286572653219073E+00    0.450966827789998277E+02    0.498309375414395572E+00    0.997690881377442107E+00    0.183758514540200389E-02    0.141740894454500449E-02    0.501305948246727964E-04    0.498280051810075009E+00    0.298495369598111182E+02    0.499969433019020784E+02    0.498608729143441218E-01   -0.125960425811954754E-03   -0.774812804633330309E-05    0.159945235070271234E+02    0.497525438419734911E+01    0.201230919787023169E+03    0.497693972656817891E+02   -0.431113199058755272E+05
    0.748721340689574522E+00    0.450192392965248871E+02   -0.134720538001958695E-02   -0.620185980645639439E-03    0.100207965216222994E+01    0.750606049249308960E+00    0.448595356208090408E+02    0.495935312203969525E+00    0.994545510115297571E+00    0.204397719897989527E-02    0.176545245913197553E-02    0.503760723575871869E-04    0.498493991080812548E+00    0.298601720649915912E+02    0.499731718448141109E+02    0.498664077634225628E-01   -0.174012735900153315E-03    0.621540490059250384E-04    0.159952696186232775E+02    0.497768304368295311E+01    0.200949106164258239E+03    0.498771098411550327E+02   -0.431108394912487856E+05
    0.748460654705500383E+00    0.449988980873379774E+02   -0.126224202093465267E-02   -0.552843043250179174E-03    0.100206138178420479E+01    0.749407320599911442E+00    0.444958394320010555E+02    0.492843027506114417E+00    0.989235842778929619E+00    0.149504296631282341E-02    0.945277779361013018E-03    0.506331738263254459E-04    0.498671228373321174E+00    0.298919376486258557E+02    0.499911653536245169E+02    0.498324136680662472E-01   -0.827629930251045195E-04    0.173019044810279353E-03    0.159954530283736620E+02    0.498082179137293668E+01    0.200907967685010391E+03    0.498479533205312606E+02   -0.431107334020250564E+05
    0.748458163299417611E+00    0.450141280445512919E+02   -0.128861493625014836E-02   -0.672056650407584322E-03    0.100210914487135727E+01    0.751503461331894274E+00    0.446851001615583456E+02    0.496478212480623404E+00    0.996176219852971667E+00    0.192730431441008945E-02    0.152653784046445141E-02    0.502234872835194938E-04    0.498287700244184117E+00    0.298559941254608638E+02    0.499769438673237758E+02    0.498164537587277995E-01   -0.105355239036412121E-03    0.102538506728913150E-04    0.159949912717811387E+02    0.497481413527448257E+01    0.201059763617196694E+03    0.498467702438262918E+02   -0.431106974202856218E+05
    0.748459038109472896E+00    0.450226356274301835E+02   -0.129665745773616873E-02   -0.535839816120951612E-03    0.100207288430608288E+01    0.748661112875552259E+00    0.447515689965173706E+02    0.493552338904505783E+00    0.989172468757729018E+00    0.184257940647550799E-02    0.137072209887635133E-02    0.506685765207623534E-04    0.498404543408729694E+00    0.298545050364153539E+02    0.499768535741618436E+02    0.498052378459858391E-01   -0.180281335843797641E-03    0.114522498903011242E-03    0.159953170276107652E+02    0.497754250698325418E+01    0.200905731304564341E+03    0.499054586800340587E+02   -0.431106727089781925E+05
    0.748649645932378149E+00    0.450270393573440231E+02   -0.142503873232124791E-02   -0.516997302757801411E-03    0.100208302540644789E+01    0.748713686199926620E+00    0.450954595370719602E+02    0.497409688610155776E+00    0.995856285935196928E+00    0.188504185848613597E-02    0.163938456187096774E-02    0.502343730591158668E-04    0.498479322933353619E+00    0.298687810111296557E+02    0.499852453155145895E+02    0.498822446645824785E-01   -0.222443663476864606E-03    0.115164337614572824E-03    0.159950386559049278E+02    0.497632956506214796E+01    0.200958236673862274E+03    0.498651059722096193E+02   -0.431105237920596701E+05
    0.748368212717187786E+00    0.450032073025071568E+02   -0.122665487926774887E-02   -0.626147933476544401E-03    0.100213330208367424E+01    0.750202688743132340E+00    0.446246419369857747E+02    0.493214720238462523E+00    0.988768338876299113E+00    0.192040758101204539E-02    0.164444632234180617E-02    0.506967322366191480E-04    0.498244037481409108E+00    0.298134224039808018E+02    0.499985232826034647E+02    0.499287987801869185E-01   -0.768899217692696523E-04    0.510746705864879627E-04    0.159950380707351858E+02    0.497674063749337492E+01    0.201362295758415144E+03    0.497680679613020729E+02   -0.431103602810943994E+05
