    0.413572740554809581E+00    0.160970585346221924E+03    0.370861244201660156E+01    0.778962987661361694E+01    0.108176923516835246E-01    0.785504156742570722E-02    0.370284464406046409E-03   -0.394842334630723713E+00    0.230036435239048043E+00    0.956896781921386719E+00    0.571752601861953735E+02    0.108743115663528442E+03    0.582431674003601074E+00    0.205652761459350586E+03    0.194494307041168213E+02    0.155825973141292433E+02    0.281867568299483082E+02   -0.304909326259475708E+12   -0.460515351937698814E+01    1
    0.672133207321166992E+00    0.932376301288604736E+02    0.340513873100280762E+01    0.677947062253952026E+01    0.145848177774545507E+00   -0.300474212016305420E+00    0.398696448993049316E-03    0.878008462554072666E-01   -0.169240511347232003E+00    0.643039703369140625E+00    0.283457082509994507E+02    0.157945257425308228E+03    0.920368194580078125E+00    0.123684406280517578E+03    0.983454763889312744E+02    0.141239471830332590E+02    0.176592527489084945E-01   -0.233160697730480927E+12   -0.461515351937698259E+01    1
    0.204577827453613303E+00    0.984194540977478027E+02    0.394494199752807617E+01    0.386663946509361267E+01    0.159760174146288333E-01    0.111380295640261584E+00    0.379560609899918361E-03    0.216227134642869467E+00   -0.185870992938263840E+00    0.776028633117675781E-02    0.830046057701110840E+02    0.844736945629119873E+02    0.379930555820465088E+00    0.341640830039978027E+03    0.615103244781494141E+01    0.151323058780336677E+02    0.138816329698742431E-01   -0.777370080221609039E+11   -0.462515351937698149E+01    1
    0.609422588348388694E+00    0.491192722320556641E+02    0.286822104454040527E+01    0.758462238311767578E+01    0.113191869057320371E+00   -0.184403141495514435E-02    0.171718683006517756E-03    0.338274367978064292E-02   -0.501772282418444626E+00    0.133304262161254883E+01    0.462439173460006714E+02    0.665397691726684570E+02    0.879665017127990723E-01    0.171174454689025879E+03    0.849348843097686768E+02    0.176012367866872310E+02    0.591232525558076549E+01   -0.530277160970901108E+11   -0.463515351937698661E+01    1
    0.716672134399414018E+00    0.965089702606201172E+02    0.243977570533752441E+01    0.485967460274696350E+01   -0.196895399808831167E-01    0.111544902540552146E+00    0.176848279052781301E-03    0.408421497686563550E+00   -0.245903047477019021E+00    0.667805671691894531E-01    0.775546199083328247E+02    0.179761959314346313E+03    0.369467377662658691E+00    0.366461968421936035E+03    0.273857712745666504E+02    0.186089059301305433E+02    0.249335471337912793E+02   -0.406933263183429413E+11   -0.464515351937698728E+01    1
    0.207022333145141624E+00    0.118382116556167603E+03    0.317769432067871094E+01    0.649564149975776672E+01   -0.321113980245888442E+00   -0.453974738967140509E-01    0.208524022874465584E-03   -0.179882161833513632E+00    0.466677656337016411E+00    0.329242444038391113E+01    0.823230510950088501E+02    0.178958423137664795E+03    0.616895735263824463E+00    0.257765841484069824E+03    0.594650864601135254E+02    0.154946943702926401E+02    0.284604180970602805E+00   -0.269541978137554970E+11   -0.465515351937698174E+01    1
    0.299272584915161177E+00    0.133383164405822754E+03    0.227790355682373047E+01    0.537998470664024353E+01   -0.146754147772277632E+00    0.338272825920551690E+00    0.314049593070060023E-03    0.276454369611573325E+00   -0.262158515045209761E+00    0.781345367431640625E+00    0.161313307285308838E+02    0.152305355072021484E+03    0.332407772541046143E+00    0.263745832443237305E+03    0.498900294303894043E+02    0.168977124779143857E+02    0.116367041306728158E-01   -0.199199081623449745E+11   -0.466515351937698153E+01    1
    0.989575672149658248E+00    0.177166299819946289E+03    0.260350275039672852E+01    0.726262229681015015E+01    0.178697009253170780E+00   -0.252316595093034168E+00    0.158281802254766875E-03    0.293777241058857830E+00   -0.417493705426937589E+00    0.332323884963989258E+01    0.527895426750183105E+02    0.418925642967224121E+01    0.943937659263610840E+00    0.284881806373596191E+03    0.270007789134979248E+02    0.166801154758416956E+02    0.315351076051096735E+01   -0.198405205046085167E+11   -0.467515351937698398E+01    1
    0.212095069885253923E+00    0.153731786012649536E+03    0.319164061546325684E+01    0.728567185997962952E+01   -0.296318891378456531E-01    0.521377071854547181E+00    0.124093856807723111E-03    0.261563085377501503E+00    0.324138243293763173E+00    0.134889793395996094E+01    0.815673118829727173E+02    0.758355331420898438E+02    0.954931735992431641E+00    0.115187263488769531E+03    0.864434123039245605E+02    0.109788859839926225E+02    0.220061142600552238E+02   -0.120514123149366131E+11   -0.468515351937698377E+01    1
    0.987093734741210982E+00    0.166749136447906494E+03    0.182567429542541504E+01    0.769835117459297180E+01   -0.354767453764754492E+00   -0.118488072810164213E+00    0.108471775735764699E-03   -0.508200767015575816E+00   -0.854480305080688590E-01    0.120291709899902344E-01    0.248290371894836426E+02    0.190958261489868164E+01    0.649904906749725342E+00    0.435606956481933594E+02    0.104765057563781738E+02    0.178670425542255167E+02    0.482890188134320919E+01   -0.106647079660401211E+11   -0.469515351937698444E+01    1
