    0.651053823079865035E+00    0.482366623110213411E+02    0.998151189729998722E+00    0.102594027083679665E+00   -0.135071511313690884E+00    0.671630530154592176E+00    0.155823932803674296E+03    0.141544771868039998E+01    0.270073949414659964E+01    0.879500414524702311E-02    0.885961691961259165E-02    0.838868492887137604E-05   -0.695581759218017454E+06   -0.193551535193769020E+02    1
    0.824027647127589358E+00    0.307590600537872838E+02    0.102221802426708441E+01   -0.968044860829155862E-01    0.296200431148899747E-01    0.394426040531486222E+00    0.565804724446798915E+02    0.991819923274766091E+00    0.178885873240701332E+01    0.357286157497527859E-01    0.156046557870768640E-01    0.293612931214440201E-04   -0.695490701006782707E+06   -0.193651535193769035E+02    1
    0.880810833305181395E+00    0.823175385147331866E+02    0.999016200306410918E+00    0.235416469561696234E+00    0.222147438784681371E-01    0.748593519352722003E+00    0.117897782950913523E+03    0.808369084824596906E+00    0.136169999359292904E+01    0.893885550662697759E-01    0.127070547618569646E+00    0.338604631484801705E-04   -0.692666296940748114E+06   -0.193751535193769051E+02    1
    0.603543434305830684E+00    0.445485896083957300E+02    0.101181621464611804E+01   -0.825021777681874263E-01   -0.296612609688435523E-01    0.641719009747110491E+00    0.171667044739611157E+03    0.100070789785381242E+01    0.170071463788906763E+01   -0.414298759464367672E-01   -0.904443455345418645E-01    0.222036164462477809E-04   -0.691984638989607804E+06   -0.193851535193769031E+02    1
    0.602599473619602866E+00    0.441735245596639530E+02    0.102456942960129305E+01    0.119215483459476801E+00    0.774447157819952992E-01    0.627085169666711906E+00    0.682003297598486711E+02    0.608519453614408845E+00    0.121387101001159436E+01   -0.185130541016899665E-01   -0.136650912242734287E-01    0.439996543814660573E-04   -0.691032753307792707E+06   -0.193951535193769047E+02    1
    0.847323329102330325E+00    0.623537275351417222E+02    0.101252828136053008E+01    0.329761462982498602E-01    0.514184402740971158E-01    0.500220427010666158E+00    0.899170499917727000E+02    0.892899694031361935E+00    0.118440902024015471E+01    0.150441719269758488E-01   -0.985698664329698326E-02    0.531454842257689656E-04   -0.690332289432764053E+06   -0.194051535193769062E+02    1
    0.794345237795359038E+00    0.599416050263693165E+02    0.101583034268145656E+01    0.254565638845038078E+00    0.318316114293105482E-01    0.725951818970527407E+00    0.146033990424315931E+03    0.141486080930148517E+01    0.245142486008930227E+01    0.115768736394836327E+00    0.742029119746736437E-01    0.101434444738777006E-04   -0.688879574854929349E+06   -0.194151535193769043E+02    1
    0.847807561398590925E+00    0.446485819431902584E+02    0.101463638396096645E+01   -0.742834378885994379E-01   -0.511643871172657097E-01    0.741911181596749625E+00    0.891834515680075839E+02    0.796141538001547300E+00    0.224747958420771354E+01   -0.874706436465807168E-02   -0.147024129851064337E-01    0.169572364595707760E-04   -0.686361659100815887E+06   -0.194251535193769058E+02    1
    0.886623298793848269E+00    0.791379887025795483E+02    0.100660593988885494E+01   -0.100805007826401550E-01    0.645117008685030663E-01    0.678456282509410258E+00    0.794863085894576500E+02    0.137218117771398362E+01    0.170445074295347920E+01    0.391618315131345637E-01    0.578771733809537794E-01    0.172445768975597994E-04   -0.685998801099643810E+06   -0.194351535193769074E+02    1
    0.658985296298736811E+00    0.525355968950203760E+02    0.999639673359978720E+00    0.125750312910357542E+00   -0.114216891625086039E+00    0.486011517698176965E+00    0.145238805881690979E+03    0.166729446316609087E+01    0.313597975672874307E+01    0.256495239961035820E-01    0.362893683651208179E-01    0.666534677096909250E-05   -0.685686950773777906E+06   -0.194451535193769089E+02    1
    0.745790539366421035E+00    0.630607502352162186E+02    0.102174079881828672E+01    0.146920264101734865E+00    0.138053644800363556E+00    0.746542217294710264E+00    0.199177652919984460E+02    0.275736232395281833E+00    0.664094082618520432E+00    0.789902837200764096E-01    0.626384843030313304E-01    0.832261531728811907E-04   -0.683547333117734408E+06   -0.194551535193769034E+02    1
    0.795885997340570084E+00    0.102121736494790749E+02    0.104484633459935394E+01   -0.493991380122426604E-01    0.897053699203937821E-01    0.531879454868226298E+00    0.675818210462742712E+02    0.100461578293135823E+01    0.120303199610863576E+01    0.353928640667257391E-01    0.634609822356886760E-01    0.474490047786642189E-04   -0.682495775737896794E+06   -0.194651535193769014E+02    1
    0.897606806186042050E+00    0.299371070913450730E+02    0.100949778206242691E+01   -0.127235885176368080E+00    0.204840105522254741E-01    0.837103602651201317E+00    0.148009650854783388E+03    0.150493080168301541E+01    0.235685020616309782E+01   -0.177213269393594157E-01   -0.225799452536466772E-01    0.145711039754224050E-04   -0.681546962411562796E+06   -0.194751535193769065E+02    1
    0.963448315832296620E+00    0.631908381237584749E+02    0.999540435654592940E+00    0.169749476424755630E+00   -0.625365661601935824E-01    0.950652198458680209E+00    0.823958413905245095E+02    0.376746116650863994E+00    0.977113908737113013E+00    0.203194755231145829E-01    0.278716978498480851E-01    0.864378546536640011E-04   -0.680776663801079616E+06   -0.194851535193769081E+02    1
    0.607196040267047987E+00    0.429330473209105534E+02    0.100253298145485603E+01    0.305586907006732793E-01   -0.412132307881979201E-01    0.867964575637193869E+00    0.164797861468476128E+03    0.104416786881333601E+01    0.219055976641762662E+01    0.448122950859992930E-01    0.948577583461696072E-02    0.147453183982721628E-04   -0.677150235225006589E+06   -0.194951535193769061E+02    1
    0.705091670446195140E+00    0.340576469136025324E+02    0.102406108823991504E+01   -0.116882640177520591E+00    0.134347398665511653E+00    0.853984646690285176E+00    0.573222074313889962E+02    0.104990333273510350E+01    0.172080513793207168E+01   -0.314093884737421045E-01    0.452685516502148305E-01    0.222809279805160081E-04   -0.674759731609482202E+06   -0.195051535193769041E+02    1
    0.904226954583060794E+00    0.293308808846530553E+02    0.101890534447586090E+01   -0.130311116152510897E+00    0.115858875359886468E+00    0.795442564650097772E+00    0.374311231935909845E+02    0.188165615779749618E+01    0.352923843902180590E+01    0.224936413276005144E-01    0.977332003862309458E-02    0.527334246879381585E-05   -0.674690356573644094E+06   -0.195151535193769021E+02    1
    0.676434218275245192E+00    0.522240147219207529E+02    0.970553951679491433E+00   -0.598337306915243464E-01   -0.158186534520426830E-01    0.824982519048110152E+00    0.480486764196288547E+02    0.123690078251710700E+01    0.204796934220033844E+01   -0.847169007697771703E-01   -0.656425681507254027E-01    0.148354897450223541E-04   -0.672506016981163761E+06   -0.195251535193768966E+02    1
    0.900670503441993286E+00    0.561520619368282112E+02    0.991969495780811727E+00    0.771465692895191828E-02   -0.863377203915281256E-02    0.631760213791254910E+00    0.117416924659789686E+03    0.161108027348831984E+01    0.245912539113182316E+01    0.123385462305456908E-01   -0.523275674276828077E-02    0.120912485827456370E-04   -0.671641149995867861E+06   -0.195351535193768981E+02    1
    0.995653533350397302E+00    0.400402587314873131E+02    0.101515979202269868E+01   -0.342424402552686654E-02    0.476094340603100824E-01    0.846858611165428599E+00    0.126549360439611416E+02    0.132231984863929442E+01    0.213831441764473817E+01    0.236608539683385820E-01    0.453321366092415690E-01    0.109167537488266937E-04   -0.671402312266506953E+06   -0.195451535193769033E+02    1
    0.750820674719122616E+00    0.361872701212376384E+02    0.103145867575210870E+01    0.109692133513430226E+00    0.767396045517136360E-01    0.819881212622769473E+00    0.395494138154106238E+02    0.411135897667987804E+00    0.953008815044706248E+00    0.681465464985841485E-01    0.647959730660385008E-01    0.753697030455421961E-04   -0.670953442236094503E+06   -0.195551535193769048E+02    1
    0.774846747113459466E+00    0.455647317161819032E+02    0.100672859696463401E+01    0.132372273243618832E+00    0.115384890340733369E-01    0.605385301692296540E+00    0.170214877051255172E+03    0.223272276491478827E+01    0.277139783217662083E+01    0.526483665121666028E-01    0.131291886851750712E-01    0.618460539950284094E-05   -0.670075869455647189E+06   -0.195651535193769028E+02    1
    0.804669977832408678E+00    0.476292304693153099E+02    0.992665673910016144E+00   -0.126544498753074997E+00    0.753962731921967583E-01    0.746999616048403592E+00    0.707491212556994498E+02    0.126945198354138356E+01    0.159506333820638435E+01    0.112440694344832174E-02    0.157593103032784986E-02    0.235070688977849826E-04   -0.669545875411392190E+06   -0.195751535193769044E+02    1
    0.669322410028401649E+00    0.524500102134840134E+02    0.993433358991873683E+00    0.231099311892555004E-01    0.463470915156654339E-01    0.902475784924852364E+00    0.131492642056934585E+03    0.100757874934413261E+01    0.170546433133805864E+01   -0.304602654512299564E-02   -0.432521624857312853E-01    0.206346636145033751E-04   -0.668890746713453904E+06   -0.195851535193769024E+02    1
    0.830500732053916835E+00    0.726399219195312327E+02    0.997233965914110732E+00   -0.132944609961590854E+00   -0.204145147305235287E-01    0.627150476863923778E+00    0.672029395121069228E+02    0.115874865268068561E+01    0.196543455368265452E+01   -0.938323129551201229E-01   -0.741367704458490429E-01    0.172961077948313548E-04   -0.668874941496196436E+06   -0.195951535193769004E+02    1
    0.674267171603709636E+00    0.398795742175793180E+02    0.101491564399016565E+01   -0.928801999171882386E-01   -0.329863771762224089E-01    0.595429140520376876E+00    0.673404429348490936E+02    0.198366616158241005E+01    0.241762200593558019E+01   -0.249012664407174955E-01   -0.232782381782069541E-02    0.754600067712294605E-05   -0.668762547272346914E+06   -0.196051535193769055E+02    1
    0.850398178989976383E+00    0.693123973627360783E+02    0.978087156532616353E+00    0.372836248488216115E-01   -0.278178708815255251E-02    0.670443016560988814E+00    0.131132730541890993E+03    0.731627541931076486E+00    0.158019667728352964E+01    0.131926521273848241E-01    0.338637033950939872E-01    0.254976704387087137E-04   -0.668259761373132351E+06   -0.196151535193769035E+02    1
    0.643443950812599752E+00    0.396608113617405635E+02    0.103124671935438061E+01   -0.896229140795125195E-01   -0.114680184660419932E+00    0.818757668155767115E+00    0.158141208764901933E+03    0.166707808923925493E+01    0.242204198931208570E+01   -0.879703553049175774E-01   -0.127244716629315968E+00    0.908943168019975186E-05   -0.666979768685925286E+06   -0.196251535193769051E+02    1
    0.863544480316851049E+00    0.896351480261940594E+02    0.100880860170207298E+01    0.136310896404371662E+00    0.517703079932231372E-01    0.926574622519209079E+00    0.561977912473938659E+02    0.686123030189763838E+00    0.164331946922045646E+01    0.484172260219241438E-01    0.727659899837781593E-01    0.235469779313532683E-04   -0.662735788811796112E+06   -0.196351535193768996E+02    1
    0.690217637688413266E+00    0.484912451837254608E+02    0.990565662260409763E+00   -0.112233151868530487E+00   -0.129889270532291823E+00    0.477595413096891463E+00    0.679068116120740655E+02    0.990040153008097668E+00    0.172728408223656404E+01   -0.114091446869655611E+00   -0.126708322073033064E+00    0.249378816226087577E-04   -0.662677572129887296E+06   -0.196451535193769047E+02    1
    0.994268470418117944E+00    0.259436681655240236E+02    0.103555497857834000E+01    0.678691078094621481E-01   -0.971942245832847634E-01    0.865425521757337668E+00    0.108139049616718168E+03    0.477729914044992154E+00    0.132381782894670019E+01   -0.571161801660653654E-01   -0.342189766037210852E-01    0.555113730129785213E-04   -0.662027858430743800E+06   -0.196551535193768991E+02    1
    0.777724202689758615E+00    0.403879240805074460E+02    0.102134568306753248E+01   -0.122339825970461807E+00   -0.902213083173530467E-01    0.768949704070388096E+00    0.140782602994416266E+03    0.151742836918215573E+01    0.226318087279237812E+01   -0.403450730729701459E-01   -0.353173700104962088E-01    0.123390060074520431E-04   -0.661151679665751522E+06   -0.196651535193769007E+02    1
    0.831075629053036780E+00    0.644370933450202159E+02    0.988024154692202838E+00    0.219481154664556533E+00   -0.404974304287953057E-01    0.919992602975004736E+00    0.673393591995480847E+02    0.137754544388625177E+01    0.228610123420042743E+01    0.884193249825813987E-01    0.507697007717589840E-01    0.111408958858362482E-04   -0.660127024693955318E+06   -0.196751535193769023E+02    1
    0.953508667707815283E+00    0.519436723868355230E+02    0.101015601567541302E+01   -0.172010952000560963E+00    0.796213523486878905E-01    0.780835460831526440E+00    0.105708670365969652E+02    0.210399378640895174E+01    0.283431802199037408E+01   -0.301695585839009232E-01   -0.378034470381212531E-01    0.681254425617907295E-05   -0.658289365836800658E+06   -0.196851535193769003E+02    1
    0.691436057763553102E+00    0.424799494175293120E+02    0.986248874422790411E+00    0.136158413208062479E-01   -0.358966245046769619E-01    0.448204875575496819E+00    0.170428286014887846E+03    0.146081676502734603E+01    0.206931736530580324E+01    0.117071248468859825E-02    0.163436150686912633E-01    0.129459328122657685E-04   -0.658225434792945045E+06   -0.196951535193768983E+02    1
    0.800434499155843193E+00    0.218376909979944926E+02    0.102379569302491524E+01    0.357173342521995840E-01   -0.134428047508441034E+00    0.861223835935982729E+00    0.156780205161019666E+03    0.199901819921990076E+01    0.248533264573192270E+01   -0.673930407489370942E-01   -0.620475688184764229E-01    0.757029035495875376E-05   -0.656607875873743556E+06   -0.197051535193769034E+02    1
    0.707625592108510837E+00    0.853623076136486389E+02    0.102173300979223725E+01    0.188079859764317209E+00    0.697363188944689488E-01    0.611679483182387962E+00    0.732196713655583693E+02    0.933482976278370291E+00    0.166517130235147559E+01    0.308039498361821727E-01    0.380793792847889875E-01    0.279961660716819064E-04   -0.656387445233322447E+06   -0.197151535193769014E+02    1
    0.829441670812383292E+00    0.326859272989522012E+02    0.102498494592607026E+01    0.532094652127128309E-01    0.168573232226069481E-02    0.793465279157342884E+00    0.130479304046089567E+03    0.302549874839572408E+00    0.121017451435007373E+01   -0.307519272899060305E-03   -0.367542481847399219E-02    0.566010589344611006E-04   -0.652904456340444041E+06   -0.197251535193768959E+02    1
    0.860566560634250965E+00    0.657265042038458205E+02    0.101257138088053233E+01    0.354727239365102420E-01   -0.187988493815706231E+00    0.659001912549720292E+00    0.835818330241308445E+02    0.128078929314177903E+01    0.210472416421764974E+01   -0.105957365886825680E+00   -0.990644453649812962E-01    0.160597164550885986E-04   -0.652393572188191582E+06   -0.197351535193769010E+02    1
    0.964607073071411580E+00    0.677041686223059003E+02    0.101481028842846799E+01    0.126451383128771661E+00   -0.233843342175663223E-01    0.666266319184104505E+00    0.151207324535479692E+02    0.149485034945245654E+01    0.275859947327582766E+01    0.449967902929872404E-01    0.433204343160716390E-01    0.606340845303313201E-05   -0.650327298146717367E+06   -0.197451535193769097E+02    1
    0.993155063123922099E+00    0.478237106390003461E+02    0.100752540064268592E+01   -0.413800560600786557E-01   -0.852032566944115194E-01    0.986847358148854825E+00    0.107227230154660077E+03    0.121407279702060023E+01    0.225815479362547888E+01   -0.520331664603080751E-01   -0.672953098977370490E-01    0.105659488276617675E-04   -0.647281867001338745E+06   -0.197551535193769077E+02    1
    0.923589481703923187E+00    0.777909053438650773E+02    0.101163853724000630E+01    0.160582823651043871E+00    0.186621282641087974E-01    0.988836950714523377E+00    0.111956165905508982E+03    0.854546739808197620E+00    0.201052738513722629E+01    0.414862431196933584E-01    0.173911337073635376E-02    0.244516641863638162E-04   -0.646868260798947420E+06   -0.197651535193769092E+02    1
    0.753543831013352650E+00    0.336667450768065564E+02    0.102796025328648732E+01   -0.733691543073251295E-01    0.383120646601220818E-01    0.761890490074859317E+00    0.629033775399125830E+02    0.850127096639742064E+00    0.189597418311148402E+01   -0.239060729223973326E-01   -0.419821453824625601E-01    0.222912550010510609E-04   -0.646483873831796227E+06   -0.197751535193769072E+02    1
    0.983220871193563939E+00    0.973793775972554982E+02    0.102257539665962183E+01    0.641711213631727950E-01   -0.327561869838377366E-02    0.773423153238468553E+00    0.210495321648753517E+02    0.111964896944671444E+01    0.237654215884704634E+01    0.237852025583544062E-01    0.333873786744013565E-01    0.772567030715546227E-05   -0.646100403497107793E+06   -0.197851535193769017E+02    1
    0.804731846964612529E+00    0.262708812437059542E+02    0.101817997250871151E+01   -0.682410340604853866E-01    0.164772217228375983E+00    0.834988978472977594E+00    0.415794021863764200E+02    0.380275473011529919E+00    0.897377407391178106E+00    0.470134837213494333E-01    0.316448573385735080E-01    0.864374092626850880E-04   -0.645954806291749817E+06   -0.197951535193769033E+02    1
    0.894834601327868073E+00    0.388463417608549548E+02    0.100704147723797166E+01    0.361096897194684921E-01   -0.833191240052937876E-01    0.777704811825822961E+00    0.416887596204953752E+02    0.137253243161422178E+01    0.206522531314877078E+01   -0.319970452624241605E-01   -0.412356589471923121E-01    0.102877221018411666E-04   -0.645692227898293175E+06   -0.198051535193769084E+02    1
    0.841617850364292153E+00    0.101360971348819263E+03    0.100052096524140666E+01   -0.837127019104757369E-01    0.877673013916166062E-01    0.644768720997369593E+00    0.854770064097067177E+02    0.118929974892982626E+01    0.198309297298138532E+01    0.386618654850321569E-01    0.381269912366825683E-01    0.201773630829997418E-04   -0.645679496112558991E+06   -0.198151535193769099E+02    1
