    0.894947763195506951E+00    0.375684182702637344E+02   -0.538794460504580658E-01    0.206028783440257851E-01    0.980774401408971208E+00    0.197966295385739350E+10   -0.164118277626449482E+01    0.656775334047235204E+00    0.532391106562252303E+00    0.595509293297915789E+02    0.973928245273915194E+00    0.146570255360735491E+01    0.650667668660607212E-01    0.108887022460465069E+00    0.535120813748807961E-03   -0.339304288935287523E+10
    0.894949123768483901E+00    0.375686355727685068E+02   -0.538794904411003944E-01    0.206022950086756432E-01    0.980774578249866913E+00    0.197925587393021274E+10   -0.164122573224045976E+01    0.656699900190034769E+00    0.532388024619945277E+00    0.595509857667634037E+02    0.973920896710391282E+00    0.146569630096602244E+01    0.650679219167457357E-01    0.108886602813424729E+00    0.535125020544527678E-03   -0.339304288429696560E+10
    0.894947602128237429E+00    0.375697092656445122E+02   -0.538791111162850861E-01    0.206031564180731777E-01    0.980774524136230452E+00    0.197819329338118839E+10   -0.164115665348938733E+01    0.656936628937692668E+00    0.532393052102584807E+00    0.595506429165866678E+02    0.973946068896270112E+00    0.146570152285011934E+01    0.650692619327210425E-01    0.108886404113069116E+00    0.535122083131361892E-03   -0.339304288396828938E+10
    0.894947826376585986E+00    0.375692002609105202E+02   -0.538796487161748577E-01    0.206031007067594037E-01    0.980774621522498613E+00    0.197964240303380346E+10   -0.164120041208866052E+01    0.656819133888788986E+00    0.532388928206347867E+00    0.595509433831870965E+02    0.973925726495720956E+00    0.146570210015716595E+01    0.650665912428154553E-01    0.108886771504359894E+00    0.535120024818525638E-03   -0.339304288335981607E+10
    0.894947895519889736E+00    0.375686112200352582E+02   -0.538802270149157311E-01    0.206021588861436504E-01    0.980774598902550698E+00    0.197944806847599649E+10   -0.164119306869623505E+01    0.656781587040947024E+00    0.532390657018531499E+00    0.595509434146823224E+02    0.973927129475494202E+00    0.146570028777561667E+01    0.650682138773839153E-01    0.108886677170295362E+00    0.535122025830839492E-03   -0.339304288302069235E+10
    0.894948184792563772E+00    0.375689765939295555E+02   -0.538798365766279541E-01    0.206026832007395189E-01    0.980774648050161790E+00    0.197912549402038908E+10   -0.164119790623334461E+01    0.656760721545719184E+00    0.532390782736550383E+00    0.595508974712877759E+02    0.973930773148710460E+00    0.146570211238526582E+01    0.650684326446115541E-01    0.108886534513713940E+00    0.535120334169633086E-03   -0.339304288249675846E+10
    0.894947722556578951E+00    0.375689947271378557E+02   -0.538793759113009932E-01    0.206030150816836032E-01    0.980774679471979050E+00    0.197803894031684756E+10   -0.164118674974635859E+01    0.656760841935322470E+00    0.532394820053913365E+00    0.595506559082396265E+02    0.973943103639861141E+00    0.146570358527201994E+01    0.650706081404214820E-01    0.108886803754479691E+00    0.535120427989988867E-03   -0.339304288247894430E+10
    0.894948695862859855E+00    0.375686605073865891E+02   -0.538795406792505968E-01    0.206021909278023656E-01    0.980774490260407639E+00    0.197910771121005559E+10   -0.164120035581095380E+01    0.656768313668907089E+00    0.532389580623881420E+00    0.595509195107066418E+02    0.973926950687076576E+00    0.146569670015244524E+01    0.650682519077858124E-01    0.108886551240098481E+00    0.535125287333914376E-03   -0.339304288209999037E+10
    0.894947284070383375E+00    0.375688741855376733E+02   -0.538795219211374160E-01    0.206033249139037020E-01    0.980774607237796192E+00    0.197862481398946381E+10   -0.164117145331063385E+01    0.656767453136394952E+00    0.532395212726976874E+00    0.595507227586628716E+02    0.973943043662860775E+00    0.146570783791844450E+01    0.650693357737154587E-01    0.108886885781384765E+00    0.535116768160172817E-03   -0.339304288182796478E+10
    0.894947389724670250E+00    0.375688122145501069E+02   -0.538798252785758075E-01    0.206027704117538769E-01    0.980774557585069706E+00    0.197942277055448866E+10   -0.164118311898794000E+01    0.656827813473611410E+00    0.532391340636390042E+00    0.595508755192566284E+02    0.973930353292039364E+00    0.146570234061900218E+01    0.650675524921164455E-01    0.108886925613226507E+00    0.535120691179710294E-03   -0.339304288155618572E+10
    0.894947827387225558E+00    0.375698432749360549E+02   -0.538792121927840068E-01    0.206030547279311450E-01    0.980774725941122250E+00    0.197762324968615150E+10   -0.164117956765399375E+01    0.656884233258475447E+00    0.532393449520390138E+00    0.595505795951241979E+02    0.973946658963615319E+00    0.146570053071755746E+01    0.650708532219135549E-01    0.108886398829824441E+00    0.535122677091871574E-03   -0.339304288150773430E+10
