    0.583877801895141602E+00    0.828821039199829102E+02    0.275916396881305051E-01   -0.491598759890260473E-01    0.115891611576080322E+01    0.824398899078369274E+00    0.120986702442169189E+03    0.360273432731628418E+01    0.765506926178932190E+01   -0.842821069696666481E-01   -0.215833655541077564E-01    0.365696268145328577E-03    0.501572608947753906E+00    0.974401473999023438E+01    0.564252877235412598E+02    0.715239584445953369E+00    0.434330517539596658E-01   -0.315625950516404963E+00    0.136307187279077784E+02    0.118973745908315287E+01    0.274235197901725769E+03    0.765306770801544189E+02    0.151445913382757362E+08    0.150292462110519409E+01    0.648507416248321533E+00   -0.794637117698371387E+13   -0.460515351937698814E+01    1
    0.844502449035644531E+00    0.853338682651519775E+02   -0.103198687230655020E+00    0.551861201375367164E-01    0.113620533943176261E+01    0.540316629409790083E+00    0.508027982711791992E+02    0.286529779434204102E+01    0.788267526030540466E+01    0.477550432122509083E-01   -0.203183479471631567E+00    0.496977572401793182E-03    0.309146237373352051E+01    0.434482884407043457E+02    0.795064151287078857E+02    0.115262329578399658E+00    0.490254577296070151E-01    0.108067733450985040E+00    0.140843475075322733E+02    0.164763681163384978E+01    0.760839000344276428E+02    0.816780388355255127E+02    0.240446995023713773E+07    0.102063721418380737E+01    0.660811245441436768E+00   -0.234111490902883057E+13   -0.461515351937698259E+01    1
    0.509327030181884854E+00    0.551713013648986816E+02    0.304736618666880066E+00   -0.418425468990610699E-01    0.926452589035034135E+00    0.864419126510620250E+00    0.177094995975494385E+02    0.358100438117980957E+01    0.734361383318901062E+01    0.264749085750863977E+00    0.215605584526954691E+00    0.345095735547115093E-03    0.280346298217773438E+01    0.109115535020828247E+02    0.170674774646759033E+03    0.211564838886260986E+00    0.449641048590813774E+00    0.159361052191008601E+00    0.181661335212956239E+02    0.176465574407426058E-01    0.245787376165390015E+03    0.476620912551879883E+02    0.389950621499169692E+08    0.103715658187866211E+01    0.565949857234954834E+00   -0.708831105037698608E+12   -0.462515351937698149E+01    1
    0.325542259216308638E+00    0.340974962711334229E+02   -0.230043843001213416E+00   -0.512527932941156672E-01    0.116840040683746338E+01    0.659329652786254883E+00    0.105328009128570557E+03    0.261313462257385254E+01    0.645389068126678467E+01    0.141323815955716692E+00   -0.289335573845091787E+00    0.382944650087924381E-03    0.231701588630676270E+01    0.219923597574234009E+02    0.239761483669281006E+02    0.796621382236480713E+00   -0.293458831173688539E+00   -0.626283296906497866E+00    0.164055491223526566E+02    0.981916345521480438E+00    0.355268800258636475E+03    0.261598110198974609E+02    0.193438701974068694E+08    0.132209408283233643E+01    0.799895048141479492E+00   -0.627025951403117310E+12   -0.463515351937698661E+01    1
    0.727801227569580211E+00    0.703718411922454834E+02   -0.948277121264601425E-01   -0.154133648555389052E+00    0.124216077327728280E+01    0.987987136840820401E+00    0.897396755218505859E+02    0.323338747024536133E+01    0.479352283477783203E+01    0.204702021030832820E+00    0.195462468359423658E+00    0.438813908442842518E-03    0.105699586868286133E+01    0.301416349411010742E+02    0.333273482322692871E+02    0.329762160778045654E+00    0.419719076350913850E-01    0.150194719180247061E-01    0.149317878763729759E+02    0.849512734071926845E+00    0.628602519631385803E+02    0.909217715263366699E+02    0.138586374452439547E+10    0.137472563982009888E+01    0.478578388690948486E+00   -0.428499941405048950E+12   -0.464515351937698728E+01    1
    0.372939252853393577E+00    0.158636569976806641E+03    0.249664444463879198E+00    0.925121134821678681E-01    0.123014700412750244E+01    0.860242033004760875E+00    0.152252397537231445E+03    0.170673489570617676E+01    0.783077630400657654E+01   -0.209298556633729649E-01    0.264567497674256968E+00    0.395673253459979273E-03    0.106323790550231934E+01    0.462908828258514404E+02    0.165823141336441040E+03    0.805765688419342041E+00    0.438986326741928057E+00    0.574757088584647802E+00    0.171429463811390121E+02    0.206494280796467411E+01    0.263527484238147736E+03    0.482965826988220215E+02    0.765372732568390220E+08    0.197128319740295410E+01    0.868368387222290039E+00   -0.314339866076533813E+12   -0.465515351937698174E+01    1
    0.738288831710815385E+00    0.168951905965805054E+03    0.229231108785163340E+00   -0.356435401007742847E+00    0.123227245807647701E+01    0.582827234268188499E+00    0.423783445358276367E+02    0.380017948150634766E+01    0.710313054919242859E+01   -0.444332669537323491E-01   -0.166132096902265769E+00    0.216172243527544149E-03    0.161358880996704102E+01    0.728091537952423096E+02    0.136798528432846069E+03    0.888900578022003174E+00   -0.101409607563251070E+00    0.493498755059939356E-01    0.155175519335726477E+02    0.438200240152341935E+00    0.141809822618961334E+03    0.758943557739257813E+01    0.477411210090516281E+10    0.115330046415328979E+01    0.961938023567199707E+00   -0.303217235020695984E+12   -0.466515351937698153E+01    1
    0.914667558670043901E+00    0.136017673015594482E+03   -0.241083230290441070E+00   -0.323098570159062515E+00    0.928611159324645996E+00    0.750404167175293013E+00    0.117522275447845459E+02    0.343601250648498535E+01    0.653846475481987000E+01    0.229909776881107558E+00   -0.160972639025042080E+00    0.294112130312162610E-03    0.440227508544921875E+00    0.472422838211059570E+02    0.463306438922882080E+02    0.665717780590057373E+00   -0.110337197215596762E-02   -0.707713765027418729E-01    0.170330338350510431E+02    0.311622794019193738E-01    0.316547617316246033E+02    0.492532789707183838E+02    0.644949880531844404E+07    0.148715561628341675E+01    0.236892044544219971E+00   -0.105526367421080872E+12   -0.467515351937698398E+01    1
    0.772842502593994229E+00    0.150051119327545166E+03    0.150447367141916893E+00    0.332205159816900075E+00    0.106369717121124263E+01    0.638306808471679643E+00    0.256906700134277344E+02    0.149094557762145996E+01    0.422966796159744263E+01    0.281317645563767364E-01   -0.181212618102279566E+00    0.209143680876973393E-04    0.125313997268676758E+00    0.497673583030700684E+02    0.925885570049285889E+02    0.789816737174987793E+00    0.385200623083994465E-02   -0.646187256670073817E-01    0.154345841273821343E+02    0.361610977322558682E+02    0.172177658975124359E+03    0.535680413246154785E+02    0.577056146126992464E+09    0.112854933738708496E+01    0.806539595127105713E+00   -0.778051659051808624E+11   -0.468515351937698377E+01    1
    0.881554841995239258E+00    0.508392119407653809E+02   -0.191724945713640349E+00    0.117003255934861980E+00    0.111390664577484122E+01    0.358832979202270530E+00    0.123345952033996582E+03    0.242367506027221680E+01    0.547992292046546936E+01   -0.199853784727187095E+00   -0.303787837564015062E+00    0.179405930493559259E-03    0.814165353775024414E+00    0.261520582437515259E+02    0.165908660888671875E+03    0.682031989097595215E+00   -0.463467008987554357E-01    0.102006576821715031E+00    0.157620487240633516E+02    0.244528378218015902E-01    0.300229334831237793E+03    0.800808489322662354E+02    0.375014484607483029E+09    0.132238179445266724E+01    0.758633196353912354E+00   -0.679552032307868423E+11   -0.469515351937698444E+01    1
    0.732180976867675914E+00    0.113096276521682739E+03    0.314206418779342189E+00    0.115425105198774872E+00    0.979048705101013161E+00    0.420491886138916027E+00    0.107827194929122925E+03    0.384447765350341797E+01    0.760066020488739014E+01   -0.234284696820222876E+00    0.549924895258852686E+00    0.623734837217304437E-04    0.178226947784423828E+01    0.584006005525588989E+02    0.228109216690063477E+02    0.832187950611114502E+00    0.498827324903274028E-02    0.318416342087894544E+00    0.168163767278309955E+02    0.126434619776253990E-01    0.292417803406715393E+03    0.362047851085662842E+02    0.940642148182199299E+08    0.192567741870880127E+01    0.816857218742370605E+00   -0.518407608765056000E+11   -0.470515351937698423E+01    1
    0.666610383987426780E+00    0.257534229755401611E+02    0.294604470663290957E-01   -0.563860027821150855E-01    0.120996801853179936E+01    0.846049499511718706E+00    0.163497902154922485E+03    0.236011314392089844E+01    0.288660767674446106E+01   -0.185352911384492509E-01   -0.147916848875402546E+00    0.408316571147010260E-03    0.168863439559936523E+01    0.176467305421829224E+02    0.757147479057312012E+02    0.535674810409545898E+00    0.147176850221594407E+00    0.464050687411388108E-01    0.154157406989816703E+02    0.217541946781003338E-01    0.260097430646419525E+03    0.191986322402954102E+02    0.220532439079193878E+10    0.148426413536071777E+01    0.819585919380187988E-01   -0.502356220579808655E+11   -0.471515351937698135E+01    1
    0.604426002502441495E+00    0.139668116569519043E+03    0.108466894971661829E+00    0.488008693272227956E+00    0.945764732360839799E+00    0.790416049957275435E+00    0.860457909107208252E+02    0.327591705322265625E+01    0.444366934895515442E+01   -0.499303095868655122E+00   -0.177044875151079584E+00    0.319387155817527687E-03    0.360229516029357910E+01    0.249567478895187378E+02    0.120476481914520264E+03    0.626861453056335449E+00   -0.443939215450006752E+00    0.126752497855080942E+00    0.153495325262960698E+02    0.573692472571960890E-01    0.286757180094718933E+03    0.712958335876464844E+02    0.332410058060204014E+08    0.144518601894378662E+01    0.829460144042968750E+00   -0.423511026285521927E+11   -0.472515351937698025E+01    1
    0.938269186019897505E+00    0.103693481683731079E+03   -0.201363191628788379E+00    0.451569113514761478E+00    0.115231533050537105E+01    0.789999866485595836E+00    0.124370888471603394E+03    0.179504132270812988E+01    0.280873242020606995E+01   -0.189586308993868274E+00    0.484171431693545488E-02    0.395753305775725477E-03    0.121074724197387695E+01    0.867716395854949951E+02    0.140641307830810547E+02    0.484679341316223145E-01   -0.110038809169289657E-01   -0.154391290283535487E+00    0.148773010816359097E+02    0.328937545314107807E-01    0.333098800480365753E+03    0.309127986431121826E+02    0.117098620491923839E+09    0.160802286863327026E+01    0.240218162536621094E+00   -0.412188637072551651E+11   -0.473515351937698448E+01    1
    0.788865756988525346E+00    0.147394037246704102E+03   -0.237166806275324715E+00    0.217607694929760176E+00    0.113303897380828866E+01    0.544898223876953081E+00    0.202046406269073486E+02    0.246542096138000488E+01    0.720914441347122192E+01   -0.453901119009819332E+00   -0.524457225714217601E+00    0.144482059978444523E-03    0.339414811134338379E+01    0.798018765449523926E+02    0.134587111473083496E+03    0.362276852130889893E+00   -0.140363251117051779E+00   -0.254190174702486060E+00    0.136360891430392588E+02    0.318459625769292103E+02    0.225764842331409454E+03    0.655257701873779297E+01    0.615267774528392218E+07    0.189239323139190674E+01    0.820210933685302734E+00   -0.338661877589745560E+11   -0.474515351937698782E+01    1
    0.238576269149780279E+00    0.141419395208358765E+03   -0.241214556859645907E+00   -0.151795453825303739E+00    0.901703047752380304E+00    0.656092119216918901E+00    0.169694062471389771E+03    0.192671799659729004E+01    0.719843122363090515E+01   -0.212789024841227886E+00    0.381775102629196228E+00    0.232764476346482979E-03    0.247630953788757324E+01    0.781647151708602905E+02    0.629020929336547852E+01    0.525272667407989502E+00    0.104550644118188762E+00   -0.153879917180626991E+00    0.160869776188322824E+02    0.449722940534932558E+01    0.183227466046810150E+03    0.110540449619293213E+02    0.409894949646949070E+07    0.113618522882461548E+01    0.534328639507293701E+00   -0.277200833066999397E+11   -0.475515351937698494E+01    1
    0.635920190811157249E+00    0.119357024431228638E+03    0.728764290533036874E-01   -0.105343234990817297E+00    0.119875330924987789E+01    0.356582784652709983E+00    0.205414295196533203E+02    0.366803812980651855E+01    0.332623559236526489E+01   -0.194031681534900108E+00    0.277349016139477822E+00    0.222006888256690683E-03    0.230797219276428223E+01    0.136853277683258057E+02    0.159043600559234619E+03    0.274634957313537598E+00    0.160129946066246087E+00    0.362461132075768189E+00    0.166190000338200328E+02    0.651838610280710213E+02    0.288599723577499390E+03    0.566417932510375977E+02    0.120783709032919398E+07    0.120530492067337036E+01    0.102585971355438232E+00   -0.272602171851357536E+11   -0.476515351937698117E+01    1
    0.968927860260009766E+00    0.140517926216125488E+03   -0.129548460973065299E+00    0.189908542781840745E+00    0.903567218780517600E+00    0.229278278350830089E+00    0.139369972944259644E+03    0.315083003044128418E+01    0.557950171828269958E+01   -0.350661544009086668E+00   -0.168071116722626673E+00    0.181571994291974032E-03    0.111948466300964355E+01    0.409239488840103149E+02    0.148681390285491943E+03    0.895333588123321533E+00    0.109526117736604825E+00    0.546046419393486204E-02    0.146509601021690816E+02    0.414712672872130472E+01    0.210816042125225067E+03    0.163050293922424316E+01    0.100714345619422984E+10    0.144282490015029907E+01    0.290440320968627930E-01   -0.268408875292948151E+11   -0.477515351937698451E+01    1
    0.412425327301025435E+00    0.154038630723953247E+03    0.265372427277117739E+00   -0.272439286336855380E+00    0.933369064331054710E+00    0.303613805770874046E+00    0.119267030954360962E+03    0.358572340011596680E+01    0.562242242693901062E+01    0.125816733353225851E+00    0.262611654878912304E+00    0.143348874473504795E-03    0.374117493629455566E+01    0.338876509666442871E+02    0.132815587520599365E+03    0.869326889514923096E+00    0.284887512474432003E+00   -0.371344104891225990E+00    0.151553718131390074E+02    0.215520439669096842E+01    0.178858996927738190E+03    0.315882980823516846E+02    0.326977436105188608E+10    0.147186166048049927E+01    0.471087038516998291E+00   -0.214746594826783791E+11   -0.478515351937698341E+01    1
    0.817373847961425870E+00    0.607069301605224609E+02   -0.718565807677780562E-02   -0.517076407120528603E+00    0.118199806213378911E+01    0.273719024658203136E+00    0.729194033145904541E+02    0.209955310821533203E+01    0.648310351371765137E+01   -0.276052092904395030E+00    0.876675845027490297E-01    0.107240442435169064E-03    0.651170253753662109E+00    0.320994919538497925E+02    0.118430546522140503E+03    0.598297595977783203E+00   -0.408519788480248391E+00    0.504966892165219505E-01    0.169574629558176184E+02    0.274723129770599803E-01    0.125312851369380951E+03    0.881218373775482178E+02    0.184263380089489102E+09    0.140246051549911499E+01    0.231253981590270996E+00   -0.211332036932009926E+11   -0.479515351937697876E+01    1
    0.896995353698730513E+00    0.671773946285247803E+02    0.459424131772357691E-01    0.699494343907201138E-01    0.112593176364898673E+01    0.229099702835083019E+00    0.248487031459808350E+02    0.245991897583007813E+01    0.657703313231468201E+01    0.295299550338833268E-01    0.170412547306902258E-01    0.240182240583119255E-04    0.363532829284667969E+01    0.110262823104858398E+02    0.740693950653076172E+02    0.164695024490356445E+00    0.290912428426255941E-01   -0.342751120387962960E+00    0.184426679697408673E+02    0.136557906042681365E+01    0.103138850629329681E+03    0.694292724132537842E+02    0.401757149023955107E+09    0.126006752252578735E+01    0.134504377841949463E+00   -0.197488360153541031E+11   -0.480515351937698032E+01    1
    0.590615892410278343E+00    0.158571199178695679E+03    0.257262876646106309E+00    0.329134504763907210E+00    0.108890686035156259E+01    0.830267715454101607E+00    0.471270775794982910E+02    0.344503736495971680E+01    0.684672656655311584E+01   -0.353089234215102493E-01    0.142047443071636914E+00    0.543302597878956057E-04    0.375728750228881836E+01    0.430547869205474854E+02    0.112524375915527344E+03    0.261985659599304199E-01    0.202884180128273278E+00    0.792366890409290925E-01    0.175622439167544826E+02    0.545170029786525623E+00    0.985824480652809143E+02    0.611606061458587646E+02    0.576597297414178467E+10    0.150014549493789673E+01    0.257317423820495605E+00   -0.188586897086641388E+11   -0.481515351937698277E+01    1
    0.294074678421020530E+00    0.917250251770019531E+02   -0.150009426459686873E+00   -0.316392204494162665E+00    0.989322924613952659E+00    0.655150508880615323E+00    0.216729784011840820E+02    0.254735255241394043E+01    0.566438111662864685E+01   -0.789597262989940457E-01    0.280206179677422229E+00    0.917805126150222401E-04    0.100462508201599121E+01    0.399246168136596680E+02    0.158092446327209473E+03    0.789218306541442871E+00    0.269333241840745030E+00    0.156584055794553395E+00    0.167646615531030996E+02    0.141867256963397335E+02    0.175968134403228760E+03    0.233797013759613037E+02    0.321190361781951487E+08    0.157817763090133667E+01    0.599364757537841797E+00   -0.140212700291259308E+11   -0.482515351937698345E+01    1
    0.605024671554565519E+00    0.164227344989776611E+03    0.156936418389486299E+00    0.108125190787900297E+00    0.119272484779357901E+01    0.543019628524780362E+00    0.141336965560913086E+03    0.144406008720397949E+01    0.723704296350479126E+01    0.880781459782712002E-02    0.141892345925803604E+00    0.747755184822920273E-04    0.276057505607604980E+01    0.619760173559188843E+02    0.350706124305725098E+02    0.655912399291992188E+00   -0.260554451258053876E+00    0.134374327049921416E+00    0.154752507818318232E+02    0.244517639176980639E+01    0.351508186757564545E+03    0.644468247890472412E+02    0.139158005608430970E+08    0.199286359548568726E+01    0.518573343753814697E+00   -0.134705608392054634E+11   -0.483515351937698323E+01    1
    0.516373300552368186E+00    0.786765396595001221E+02   -0.292286991205415458E+00   -0.155849731446073031E+00    0.906731081008911088E+00    0.321502304077148471E+00    0.145829654932022095E+03    0.316327238082885742E+01    0.374368476867675781E+01   -0.411454853161391243E+00   -0.124984379415813654E+00    0.248183515120617730E-03    0.134257912635803223E+01    0.588581854104995728E+02    0.232945883274078369E+02    0.994198083877563477E+00    0.458779875052111735E-01   -0.111131909005061105E+00    0.172027155991624312E+02    0.480703600074319504E-01    0.146515668928623199E+03    0.476655006408691406E+02    0.429594101362240389E+08    0.125109493732452393E+01    0.422751367092132568E+00   -0.129483730307249966E+11   -0.484515351937698480E+01    1
    0.758485651016235440E+00    0.152638667821884155E+03   -0.204407237027669469E+00   -0.408007556863611495E-01    0.909512305259704612E+00    0.587676763534545898E+00    0.735030412673950195E+01    0.373857975006103516E+01    0.518291565775871277E+01    0.360859565898433987E+00    0.188987963187170205E+00    0.129106364812660881E-03    0.832452297210693359E+00    0.508797723054885864E+02    0.111703544855117798E+03    0.230217874050140381E+00   -0.443047763272160389E+00   -0.283005123616111853E+00    0.176416133485222524E+02    0.130059958172062640E+01    0.227131025493144989E+03    0.354687213897705078E+02    0.863541771017036885E+08    0.136896997690200806E+01    0.693616867065429688E+00   -0.107891000588986912E+11   -0.485515351937698814E+01    1
    0.497486495971679710E+00    0.158474746942520142E+03    0.356983776955047349E+00    0.997378925794242255E-01    0.999026441574096702E+00    0.915805673599243253E+00    0.116093784570693970E+03    0.379424452781677246E+01    0.645997303724288940E+01   -0.905229710873626248E-01   -0.415630682758395986E+00    0.128703105084772190E-04    0.116384029388427734E-01    0.775879919528961182E+01    0.157767566442489624E+03    0.685687065124511719E-01   -0.268163484649666314E-01   -0.330531831867045545E+00    0.136634952891777424E+02    0.594982163159733002E+01    0.189666779339313507E+03    0.784993469715118408E+02    0.837909339196997070E+10    0.174004179239273071E+01    0.576132833957672119E+00   -0.102499995343825607E+11   -0.486515351937698437E+01    1
    0.380648660659790083E+00    0.134334490299224854E+03    0.115177591044573091E+00   -0.401572852061169924E-01    0.909662127494812012E+00    0.843008136749267667E+00    0.131116043329238892E+03    0.221900701522827148E+01    0.284353721141815186E+01    0.151621814417793488E+00   -0.550959910727432320E-01    0.496972661480952625E-03    0.107953929901123047E+01    0.721584820747375488E+02    0.803744530677795410E+02    0.918947577476501465E+00    0.296201909151154880E-01   -0.506361359459506777E+00    0.154486496772900725E+02    0.216144750273999098E+00    0.319478476047515869E+03    0.451316654682159424E+02    0.185692676069615432E+07    0.141453355550765991E+01    0.311455607414245605E+00   -0.977267728383367920E+10   -0.487515351937698149E+01    1
    0.942184019088745162E+00    0.122093135118484497E+03   -0.787863254327575424E-01   -0.109221997220625866E+00    0.106619832515716562E+01    0.890447425842285201E+00    0.439930880069732666E+02    0.350516319274902344E+01    0.245902377367019653E+01    0.392777538823212979E-01   -0.372856813953706956E+00    0.198626348112325700E-03    0.356098961830139160E+01    0.681297183036804199E+01    0.128153361082077026E+03    0.966452777385711670E+00   -0.178274492240650340E+00    0.107064030477349387E+00    0.159265704386747728E+02    0.289937794206207542E+02    0.157230177521705627E+03    0.808519721031188965E+02    0.130957255316355284E+08    0.183073598146438599E+01    0.656153738498687744E+00   -0.803014500817554379E+10   -0.488515351937698572E+01    1
    0.941895914077758745E+00    0.232405793666839600E+02    0.476038453880169091E-01   -0.796899429206380100E-01    0.115931284427642822E+01    0.224536132812500011E+00    0.316607522964477539E+02    0.297502875328063965E+01    0.272235769033432007E+01    0.811838449767212922E-01   -0.315571757565640987E+00    0.130966327427288373E-03    0.542643070220947266E+00    0.196474009752273560E+02    0.350431680679321289E+01    0.328658699989318848E+00    0.548758800913419758E-02   -0.676459308011864990E-01    0.134713210820240619E+02    0.254947074708306742E+00    0.730238571763038635E+02    0.183929204940795898E+02    0.516011474353832245E+09    0.193142247200012207E+01    0.603776514530181885E+00   -0.787294136658331680E+10   -0.489515351937698817E+01    1
    0.342250251770019553E+00    0.143700699806213379E+03    0.501668125299485013E+00   -0.383201725952382402E-01    0.861176824569702126E+00    0.987360334396362394E+00    0.655633914470672607E+02    0.340782403945922852E+00    0.468414101004600525E+01    0.493454574749784200E-01   -0.179647816054770371E+00    0.232741604344637010E-03    0.110053539276123047E+00    0.328848910331726074E+02    0.170034649372100830E+03    0.991773605346679688E-01   -0.155887112075717510E+00   -0.298119298291281698E+00    0.152881532762524959E+02    0.133913432015314431E+02    0.164412887394428253E+03    0.726928293704986572E+02    0.552852176959033370E+09    0.183545607328414917E+01    0.956693589687347412E+00   -0.781827212459045792E+10   -0.490515351937698973E+01    1
