    0.420884513854980491E+00    0.328699028491973877E+02   -0.671712015014754582E-01   -0.155581931518864527E-01    0.107730929851531987E+01    0.378062847539985031E+08   -0.192499798536300659E+01    0.111197715997695923E+01    0.954732608795165971E+00    0.148728361129760742E+03    0.164451050758361816E+01    0.743466410040855408E+01   -0.329145789774798248E+00   -0.188837142334347119E+00    0.980006997148721339E-02   -0.303688136777064817E+20   -0.460515351937698814E+01    1
    0.227250051498413097E+00    0.168445043563842773E+03   -0.245352131034112580E-02   -0.367872417170755708E-01    0.864637780189514094E+00    0.330601267226557806E+07   -0.170892888307571411E+01    0.107919806241989136E+01    0.793091678619384899E+00    0.125196182727813721E+02    0.218768930435180664E+01    0.757683235406875610E+01    0.223840862375079136E+00   -0.240466089467772398E+00    0.794725767975164137E-02   -0.913454004419306189E+19   -0.461515351937698259E+01    1
    0.876050472259521484E+00    0.614081561565399170E+02   -0.144451353304394042E+00    0.282884432918484863E+00    0.881509780883789062E+00    0.207342940273055807E+08   -0.158452075719833374E+01    0.166463506221771240E+01    0.578592538833618164E+00    0.171623128652572632E+03    0.363768005371093750E+01    0.643174234032630920E+01    0.104256288997998307E-02   -0.111561077054539784E+00    0.466402015914240721E-02   -0.282651459481954048E+19   -0.462515351937698149E+01    1
    0.439893722534179688E+00    0.950690746307373047E+02   -0.335540143069855629E-02   -0.210098046452218690E+00    0.879521179199218683E+00    0.109055597760446859E+07   -0.179794639348983765E+01    0.131498050689697266E+01    0.459939670562744152E+00    0.166483458280563354E+03    0.384857988357543945E+01    0.674952375888824463E+01   -0.247795610099525193E+00    0.611833998437184112E+00    0.669660279637572606E-02   -0.116233941102087552E+19   -0.463515351937698661E+01    1
    0.478398799896240234E+00    0.969042420387268066E+01   -0.218353279049852106E+00   -0.235610409701997175E+00    0.124413561820983887E+01    0.633103638778364563E+10   -0.103443366289138794E+01    0.129714721441268921E+01    0.657151556015014737E+00    0.119576708078384399E+03    0.284620046615600586E+01    0.743733826279640198E+01   -0.845128735739355402E-01   -0.446279414687193676E+00    0.523575263848116701E-02   -0.805144621968016000E+18   -0.464515351937698728E+01    1
    0.399129152297973633E+00    0.474999046325683594E+02   -0.130655839369565700E-01   -0.733002078853809830E-01    0.980299854278564475E+00    0.845937199780816585E+07   -0.100580632686614990E+01    0.108208137750625610E+01    0.250254011154174838E+00    0.534169542789459229E+02    0.182780098915100098E+01    0.502915042638778687E+01   -0.343051369765538960E+00   -0.353048722422081296E+00    0.657901883826698085E-02   -0.287940999646634304E+18   -0.465515351937698174E+01    1
    0.498228502273559581E+00    0.138281532526016235E+03    0.369765004981716661E+00    0.254246676957007069E-01    0.956259393692016624E+00    0.789201150703215122E+10   -0.160358273983001709E+01    0.158558219671249390E+01    0.778014850616455034E+00    0.483609688282012939E+02    0.316498255729675293E+01    0.394508916139602661E+01   -0.278970525594095742E+00    0.304618408761969051E+00    0.581951106733967060E-02   -0.831791137078538080E+17   -0.466515351937698153E+01    1
    0.908599710464477628E+00    0.519081366062164307E+02    0.674885917001837088E+00   -0.339701332884637053E+00    0.114550530910491943E+01    0.104855913446637208E+07   -0.151771646738052368E+01    0.174691957235336304E+01    0.345700788497924849E+00    0.175060207843780518E+03    0.197952485084533691E+01    0.629013779759407043E+01    0.644832159423716356E-01   -0.181547647807493412E+00    0.273143129344501643E-02   -0.825920260340400800E+17   -0.467515351937698398E+01    1
    0.705391740798950284E+00    0.165456880331039429E+03    0.134504116279289876E+00   -0.137701958505140498E+00    0.119884455204010010E+01    0.919215399963988876E+10   -0.154628556966781616E+01    0.136075615882873535E+01    0.703766393661499068E+00    0.165572837591171265E+03    0.122283458709716797E+01    0.481086108088493347E+01    0.910279863995023808E-01   -0.180168793509636216E+00    0.246870754605676198E-02   -0.823999784312446080E+17   -0.468515351937698377E+01    1
    0.403470182418823264E+00    0.134924254417419434E+03    0.198655459886487834E+00    0.827740779975040253E-01    0.110339584350585929E+01    0.594932190447359905E+08   -0.149560350179672241E+01    0.158405125141143799E+01    0.539016819000244229E+00    0.136421560049057007E+03    0.304228568077087402E+01    0.587474453449249268E+01    0.290868199942258765E+00    0.130786721528953209E+00    0.207758597001144385E-02   -0.743425397776186400E+17   -0.469515351937698444E+01    1
    0.823295068740844682E+00    0.110321627855300903E+03   -0.324779753643087754E+00   -0.179552715266219937E+00    0.124977288246154794E+01    0.372403444293939248E+08   -0.166515493392944336E+01    0.125551038980484009E+01    0.443746662139892611E+00    0.753157424926757813E+02    0.200576114654541016E+01    0.316584306955337524E+01    0.406041302955200523E+00   -0.291463153889128801E+00    0.651474425079516702E-02   -0.703305629122618880E+17   -0.470515351937698423E+01    1
    0.576533603668212935E+00    0.814690196514129639E+02   -0.575362886562338083E-01   -0.292688872860139726E+00    0.103986093997955331E+01    0.117093542111433133E+09   -0.150159752368927002E+01    0.119471478462219238E+01    0.898814725875854537E+00    0.409680283069610596E+02    0.389447021484375000E+01    0.636725890636444092E+01    0.164608787390519484E+00   -0.520150852520174234E+00    0.189010495203134773E-02   -0.698755585436883360E+17   -0.471515351937698135E+01    1
    0.682009792327880948E+00    0.239209055900573730E+02    0.605763393357259747E-01   -0.154375561398803096E+00    0.853072404861450195E+00    0.592256144202986881E+08   -0.176899266242980957E+01    0.125729799270629883E+01    0.421253108978271507E+00    0.164672269821166992E+03    0.141271686553955078E+01    0.415058526396751404E+01    0.840353262755056674E-01    0.582074631523442979E-01    0.544129057433200090E-02   -0.412309014325564400E+17   -0.472515351937698025E+01    1
    0.271498537063598666E+00    0.182546854019165039E+02   -0.168104736697308660E+00   -0.213981719803496062E+00    0.108179359436035161E+01    0.272848112480911374E+09   -0.179812377691268921E+01    0.146244496107101440E+01    0.486184692382812533E+00    0.394450056552886963E+02    0.375251746177673340E+01    0.745660009980201721E+01   -0.375216649515473843E+00   -0.227185066726583923E+00    0.733924270588234384E-03   -0.407970981119998720E+17   -0.473515351937698448E+01    1
    0.895587062835693448E+00    0.276384687423706055E+02    0.427461196782310426E+00    0.163219538361636080E+00    0.124490532875061044E+01    0.104430060836593853E+07   -0.123928964138031006E+01    0.180598986148834229E+01    0.306938600540161144E+00    0.107534694671630859E+03    0.119443917274475098E+01    0.435699823498725891E+01    0.111772378930675223E+00    0.369152518202215101E-02    0.803034592502947092E-02   -0.272013717700634560E+17   -0.474515351937698782E+01    1
    0.479751348495483398E+00    0.774308681488037109E+01    0.189078836753679591E+00   -0.357804634791687226E+00    0.114402539730072017E+01    0.525984294228692055E+10   -0.147025120258331299E+01    0.131927824020385742E+01    0.773589420318603560E+00    0.665095996856689453E+02    0.230101180076599121E+01    0.687708604335784912E+01   -0.438387754792076534E+00   -0.282352351766492982E+00    0.658090082582032097E-03   -0.260933412874972120E+17   -0.475515351937698494E+01    1
    0.410885763168334972E+00    0.165295475721359253E+03   -0.360566470856232446E+00   -0.829327478783406652E-01    0.100466613769531254E+01    0.507302998565386701E+07   -0.183634477853775024E+01    0.107543396949768066E+01    0.309200620651245150E+00    0.108514387607574463E+03    0.289052295684814453E+01    0.439172390103340149E+01   -0.658351514398879956E-01   -0.105698346901752421E+00    0.214604612208273322E-02   -0.235545578406789800E+17   -0.476515351937698117E+01    1
    0.540506505966186546E+00    0.971976971626281738E+02    0.101229733641938768E+00    0.140504559247073474E+00    0.104943873882293692E+01    0.241385761463014269E+10   -0.116999131441116333E+01    0.100534534454345703E+01    0.646290349960327193E+00    0.138010940551757812E+03    0.159801816940307617E+01    0.634990546107292175E+01    0.104764369260955392E-01    0.404820334117172026E-01    0.128074141224690432E-02   -0.231529581087399560E+17   -0.477515351937698451E+01    1
