    0.750055718327918397E+00    0.449871429039278894E+02   -0.175100248444265188E-03    0.208180722244204610E-04    0.999981172146513164E+00    0.748403493315289436E+00    0.452480580674786310E+02    0.501393784792129926E+00    0.100301561026233088E+01   -0.377190780442337938E-03   -0.207130394944211724E-03    0.497957159298947815E-04    0.500522143207753567E+00    0.300264952937467093E+02    0.499895789541565350E+02    0.500368157923669413E-01   -0.306332879904338495E-05    0.127250351607234955E-04    0.160013076460211572E+02    0.500932277695995776E+01    0.199835884181370119E+03    0.500283803212311469E+02   -0.428035452313510032E+05
    0.750264767327513349E+00    0.450097575062265776E+02   -0.131276193883129435E-03   -0.630442322808672580E-04    0.999885572388407362E+00    0.749532011245663599E+00    0.447750164370589587E+02    0.499555033746887867E+00    0.100197976737348804E+01   -0.353922477959688704E-03   -0.114689620453317805E-03    0.498629277852841036E-04    0.500124476818654573E+00    0.299795602059467079E+02    0.500147241668575120E+02    0.500382844857426637E-01   -0.661458319848205398E-04   -0.313160991256994188E-04    0.159994847423997673E+02    0.500414855646107970E+01    0.200179267806163239E+03    0.499467164808077300E+02   -0.428003478952837031E+05
    0.750315747914792608E+00    0.450227598170477634E+02   -0.238951402135406785E-03    0.883590782929757120E-04    0.999873949651659988E+00    0.749914024731970441E+00    0.444998858744874752E+02    0.495767484962456983E+00    0.995182403245193137E+00   -0.328465703546175535E-03   -0.161566899292740025E-03    0.502848324756177388E-04    0.499981216077232393E+00    0.299542381641032271E+02    0.500066221128210699E+02    0.501071197141450125E-01   -0.887291566932115714E-04    0.388487647668511090E-04    0.160003560601388344E+02    0.500212201447099147E+01    0.200332951984530666E+03    0.499041760954136464E+02   -0.427998540189294872E+05
    0.750396070057546494E+00    0.450079535199903304E+02   -0.141785124414734386E-03    0.491196427637617528E-04    0.999941288216257829E+00    0.749071868481919756E+00    0.448562412713074750E+02    0.498634930824216061E+00    0.997962534242829102E+00   -0.242446476821677875E-03   -0.350432260929403269E-03    0.501207377954136318E-04    0.500107130110518328E+00    0.299700053706026885E+02    0.499943094182768561E+02    0.501310334622150633E-01   -0.122278190030614773E-04    0.120317943794466347E-03    0.160008176302380569E+02    0.500308993527475554E+01    0.200287158185235086E+03    0.499357066738690136E+02   -0.427996215486657020E+05
    0.750473768260653706E+00    0.449807046459260391E+02   -0.981050112009447907E-04    0.202493308430836495E-03    0.999956634403069589E+00    0.751146812353139737E+00    0.449131891340292668E+02    0.501720157729404037E+00    0.100495722171163271E+01   -0.132893005253257115E-03    0.134793800463906173E-03    0.496958006992727382E-04    0.500218633205091967E+00    0.300026691716192531E+02    0.499811099470757298E+02    0.501458015966612172E-01   -0.282603414820525929E-04    0.132625387277853272E-03    0.160000210140160846E+02    0.500197193972732368E+01    0.200205781789320866E+03    0.499229337575707532E+02   -0.427993254175457550E+05
    0.750151922672716465E+00    0.449969827710406278E+02   -0.101150729510072378E-03    0.161408559133412556E-05    0.999957122813616706E+00    0.752489828979999720E+00    0.444702093099758997E+02    0.497311645558103477E+00    0.998476616141173778E+00   -0.878997345417848120E-04    0.992810637982321055E-04    0.501047642344472848E-04    0.500101815479530254E+00    0.299845673445957210E+02    0.499911060986838933E+02    0.501608574603264398E-01    0.988922136651189648E-04    0.585148265110768379E-05    0.159998449428515972E+02    0.500080653818396392E+01    0.200337228746254254E+03    0.499071950517260490E+02   -0.427992761093881127E+05
    0.750244596370525541E+00    0.450165741073008405E+02   -0.233302365630278858E-03   -0.243672877003524592E-04    0.999882609787943522E+00    0.750220605152627007E+00    0.446841323001839044E+02    0.497626724609895099E+00    0.997842647750547540E+00   -0.163044186625716040E-03   -0.137390951007104783E-03    0.501510459637142679E-04    0.499864075284847997E+00    0.299808364343227325E+02    0.499985300439200628E+02    0.499982155242031795E-01   -0.388247084494206280E-04   -0.279297975174252038E-04    0.159998363819282172E+02    0.499704811914790081E+01    0.200144277946867163E+03    0.499344559855752692E+02   -0.427985324979862926E+05
    0.750432466597631409E+00    0.450031163490319983E+02   -0.176569669730189312E-03    0.952071093123225926E-04    0.999931942869779933E+00    0.752288889485807744E+00    0.446132471135253823E+02    0.498755558108808228E+00    0.100018773939674266E+01   -0.194109548100574754E-03    0.551323992992554983E-04    0.499813088370420418E-04    0.500166271744711066E+00    0.300188171562382173E+02    0.500011327917036752E+02    0.500958710901762486E-01   -0.216919906067233823E-04    0.978906268725356782E-04    0.160005740528486200E+02    0.500194396335203439E+01    0.200150716915651145E+03    0.499669067214639782E+02   -0.427985299472401239E+05
    0.750333136964554948E+00    0.450261592082551090E+02   -0.204272074239980481E-03    0.249917641721972801E-04    0.999927308349500166E+00    0.750108783717773564E+00    0.450847172385642949E+02    0.502175101702221127E+00    0.100529314117391122E+01   -0.503978532934726425E-04    0.136018913702901782E-04    0.496444380732973244E-04    0.499679840753922633E+00    0.299539782749160395E+02    0.500113686173181335E+02    0.501531759882868772E-01   -0.268162797509513593E-04    0.232689615241529192E-04    0.160003451114812556E+02    0.499628602505282249E+01    0.200572625266405197E+03    0.498925921560111618E+02   -0.427984433020713186E+05
    0.750139400096461184E+00    0.450131224571841386E+02   -0.196780907887066304E-03   -0.611494897722305100E-04    0.999944822335234074E+00    0.751082429492843540E+00    0.445978428350825524E+02    0.498118617029112698E+00    0.999019746262038932E+00   -0.519926849453252620E-03   -0.303264006056435114E-03    0.500379942221610089E-04    0.499836587318820136E+00    0.299469683947929006E+02    0.499824933686367885E+02    0.500636853138596224E-01   -0.220651607422914795E-04   -0.417489737600832626E-04    0.160001873018738472E+02    0.499993432528956383E+01    0.200251871243465757E+03    0.499465336862771778E+02   -0.427983212543174013E+05
