    0.748664149380626753E+00    0.450395426064329172E+02   -0.144574566875165997E-02   -0.597779717148493690E-03    0.100205933314427820E+01    0.498882678744983432E+00    0.298629947721962736E+02    0.499882081896499955E+02    0.500216252443176634E-01   -0.583201783896088546E-04    0.168317051803050369E-03    0.159969316719130212E+02    0.498301959876944522E+01    0.201018507215553655E+03    0.497997528420579059E+02   -0.431059510046736541E+05
    0.748903465375886368E+00    0.450509764326716962E+02   -0.128366276258281577E-02   -0.959001724350065947E-03    0.100202835646558852E+01    0.498582130896766618E+00    0.298647017600011999E+02    0.499837874050078881E+02    0.499282628492436972E-01    0.574688667951372257E-04   -0.545599810885808362E-04    0.159959744777802566E+02    0.497873274776456398E+01    0.201087645617373482E+03    0.497790737836834012E+02   -0.431043195986609935E+05
    0.748882139505659294E+00    0.450746679580565512E+02   -0.135587975189034615E-02   -0.799354854031799548E-03    0.100193020715885250E+01    0.498563885239377669E+00    0.298570401975371489E+02    0.499958909522258352E+02    0.499078637332624406E-01   -0.600711773038626197E-04   -0.166606751925823150E-04    0.159959146433860422E+02    0.498135885381722776E+01    0.201036078779646459E+03    0.498534938600379363E+02   -0.431028181755392725E+05
    0.748634636679806453E+00    0.450407106153967192E+02   -0.128522487417641199E-02   -0.671125242750651566E-03    0.100202963574396575E+01    0.498527253996802255E+00    0.298614480603406562E+02    0.499852832899151522E+02    0.500525704808354316E-01    0.861650536605809827E-04    0.166583465545111183E-03    0.159959227312156074E+02    0.497726526377284539E+01    0.201215005007991863E+03    0.498176447739491906E+02   -0.431025744646609674E+05
    0.748488141539138896E+00    0.450122508604358345E+02   -0.108286420574262455E-02   -0.734791825768935916E-03    0.100207883676140797E+01    0.499274361106233688E+00    0.299263300202706795E+02    0.500130821092221893E+02    0.498540115048108981E-01    0.416242391880725871E-04    0.867435280616443444E-04    0.159963454943822949E+02    0.499083014148833826E+01    0.200670894687190042E+03    0.498400902329416056E+02   -0.431023509887619439E+05
    0.748619353226161577E+00    0.450488736596415933E+02   -0.128146178214265231E-02   -0.893680075594938507E-03    0.100196939225162507E+01    0.499042642330738306E+00    0.299162302898614278E+02    0.500008547975685786E+02    0.498210419742230876E-01   -0.980408632526772903E-06   -0.949829954546652918E-04    0.159954344187483528E+02    0.498486627770155977E+01    0.200564444209312398E+03    0.498555881112695616E+02   -0.431022940784660314E+05
    0.748326741576584631E+00    0.450524897851401391E+02   -0.139638545593347933E-02   -0.819374822773360069E-03    0.100204974632731680E+01    0.498613620670821156E+00    0.298532268230982076E+02    0.499728771488794763E+02    0.499632045738012398E-01    0.343423198194781033E-05   -0.131306716394820876E-04    0.159956480633727995E+02    0.498104632607885733E+01    0.201100658545637941E+03    0.497818496355406523E+02   -0.431020198497316014E+05
    0.748449265476624825E+00    0.450117130669073333E+02   -0.135988246226035974E-02   -0.938937243730287511E-03    0.100206876775200993E+01    0.498440844178158815E+00    0.298593572351289254E+02    0.499801718428830171E+02    0.498286768449822115E-01    0.184362258035934079E-05    0.175129725981503439E-04    0.159960587911734073E+02    0.497777194015078095E+01    0.200922515968039136E+03    0.498763037927695478E+02   -0.431018749537120311E+05
    0.748757352837477574E+00    0.450627144298099154E+02   -0.124742387172750496E-02   -0.679805601934378115E-03    0.100195289004960975E+01    0.499272865533293364E+00    0.299258044744567080E+02    0.499942193053011792E+02    0.499024898609456632E-01   -0.210187293178472925E-04    0.554183271195728068E-04    0.159957939672659784E+02    0.498957258729159392E+01    0.200649843923210085E+03    0.498301470603071692E+02   -0.431015711802886944E+05
    0.748980401986462985E+00    0.450623331836442489E+02   -0.126176553706135782E-02   -0.600233729139315478E-03    0.100194361234606566E+01    0.498950453886781886E+00    0.299134967548827824E+02    0.500044169522233446E+02    0.499065429168479152E-01   -0.462317614521542714E-04    0.110855191507943450E-03    0.159959996772654520E+02    0.498273786652136241E+01    0.200773631908965172E+03    0.498315853231961512E+02   -0.431012750550376513E+05
    0.748895666518532011E+00    0.450387463196517999E+02   -0.123929545237759118E-02   -0.692988509465311152E-03    0.100196001014920544E+01    0.498801643836797592E+00    0.298885604644557006E+02    0.499884378383800581E+02    0.499393445280427797E-01    0.272260170051549440E-04    0.147812084415003653E-05    0.159960145520635209E+02    0.498245098824906929E+01    0.200981283449342953E+03    0.498839611651426011E+02   -0.431011612653187622E+05
    0.748163583364243490E+00    0.450090136471236093E+02   -0.130019431853592763E-02   -0.730642016289251620E-03    0.100220156537849259E+01    0.498386724871955178E+00    0.298648684522871761E+02    0.499683477907029925E+02    0.498654730787190456E-01   -0.362917324975592059E-04    0.639486262384433499E-04    0.159959849327591002E+02    0.497670516576080857E+01    0.201049498893999925E+03    0.498082602510632242E+02   -0.431011489150762354E+05
    0.748706009441791442E+00    0.450543974690586992E+02   -0.139036461020934795E-02   -0.736283405448865899E-03    0.100207198690277410E+01    0.498670706419219123E+00    0.298564582695957412E+02    0.499981167308675296E+02    0.499340641304762065E-01   -0.114856533601478568E-03    0.158367712717911154E-04    0.159962017337349334E+02    0.498273532458987312E+01    0.201110875234579709E+03    0.497911800601035992E+02   -0.431010258441695332E+05
    0.748653880882470091E+00    0.450414642919164407E+02   -0.124904993379991902E-02   -0.698513999048511343E-03    0.100200428785368922E+01    0.498831307941990376E+00    0.299266727126706371E+02    0.500158468253748367E+02    0.498189967101161577E-01   -0.658552038061305538E-04    0.689879835056159189E-04    0.159947908497699913E+02    0.498071373010064722E+01    0.200678924694359296E+03    0.498465567334411261E+02   -0.431006782515669329E+05
    0.748579867903142349E+00    0.450621870678818581E+02   -0.124100585824659239E-02   -0.832552264078843828E-03    0.100201772579651083E+01    0.498694789285390849E+00    0.299191718476557078E+02    0.500180271987768919E+02    0.498322835768961053E-01    0.122387549875178454E-04    0.105587827231663585E-03    0.159961341922330309E+02    0.497811023014624521E+01    0.200719793259753118E+03    0.498672052238303181E+02   -0.431000715725176997E+05
