    0.159999824289406849E+02    0.199980726766147257E+03    0.500221742596002059E+02    0.269605720030134544E+07
    0.159999824289406849E+02    0.199980726766147257E+03    0.500221742596002059E+02    0.269605720030134544E+07
    0.159996833995544137E+02    0.199975916958638663E+03    0.500177051145860005E+02    0.269605595220874948E+07
    0.159997239662733310E+02    0.199915035499273500E+03    0.500383237460182073E+02    0.269605544178924430E+07
    0.160002014666764794E+02    0.200006321495374777E+03    0.500176698748590596E+02    0.269605575834790710E+07
    0.160000694249845026E+02    0.199990324463816307E+03    0.499936084462805894E+02    0.269605510590924742E+07
    0.159997534875183653E+02    0.199944297742251109E+03    0.500377816062071048E+02    0.269605680024501588E+07
    0.159997534875183653E+02    0.199944297742251109E+03    0.500377816062071048E+02    0.269605680024501588E+07
    0.159996661399346589E+02    0.199929299322282560E+03    0.500229919348095891E+02    0.269605701727325190E+07
    0.159996661399346589E+02    0.199929299322282560E+03    0.500229919348095891E+02    0.269605701727325190E+07
    0.160002420465398956E+02    0.200010062096531612E+03    0.500227120183534808E+02    0.269605525523411203E+07
    0.160001440846009828E+02    0.199970410812387996E+03    0.500149556911298347E+02    0.269605590926571144E+07
    0.160000874060410645E+02    0.199957815794480553E+03    0.500213328992340607E+02    0.269605592132304050E+07
    0.159997568155962426E+02    0.199975843733124975E+03    0.500429339859408415E+02    0.269605500424183765E+07
    0.160000308449856377E+02    0.199966480756919253E+03    0.500266958049191075E+02    0.269605683754557697E+07
    0.160000308449856377E+02    0.199966480756919253E+03    0.500266958049191075E+02    0.269605683754557697E+07
    0.159995511516663012E+02    0.199923175030014022E+03    0.500339689848318656E+02    0.269605636330637662E+07
    0.159997940854635186E+02    0.199996985412816372E+03    0.500113080667402983E+02    0.269605499609012762E+07
    0.159998563172637418E+02    0.199960600142132535E+03    0.500538561128155663E+02    0.269605441251639882E+07
    0.159995446729559703E+02    0.199921325281052191E+03    0.500230213378068882E+02    0.269605650989590352E+07
    0.159995446729559703E+02    0.199921325281052191E+03    0.500230213378068882E+02    0.269605650989590352E+07
    0.159995465108756836E+02    0.199971465857767242E+03    0.500214233724120376E+02    0.269605440528665902E+07
    0.159998046240654066E+02    0.199966895682689113E+03    0.500067941921382868E+02    0.269605690433864808E+07
    0.159998046240654066E+02    0.199966895682689113E+03    0.500067941921382868E+02    0.269605690433864808E+07
    0.159998046240654066E+02    0.199966895682689113E+03    0.500067941921382868E+02    0.269605690433864808E+07
    0.159994551490821397E+02    0.199913330627336506E+03    0.500176710461145220E+02    0.269605565883517591E+07
    0.159996690681336631E+02    0.199958378917737974E+03    0.500333743585121553E+02    0.269605652311027516E+07
    0.159997462457696340E+02    0.199957427464290873E+03    0.500150400283622645E+02    0.269605734234353574E+07
    0.159997462457696340E+02    0.199957427464290873E+03    0.500150400283622645E+02    0.269605734234353574E+07
    0.159997462457696340E+02    0.199957427464290873E+03    0.500150400283622645E+02    0.269605734234353574E+07
    0.159996448826433486E+02    0.199911693168490899E+03    0.500069962997234185E+02    0.269605485058618756E+07
    0.159993881080124432E+02    0.199923740463898213E+03    0.500241674857331020E+02    0.269605530374013865E+07
    0.159996373361214044E+02    0.199944894699695112E+03    0.500419957070245829E+02    0.269605603154563718E+07
    0.159998496191405302E+02    0.199987273214868083E+03    0.500218287279587770E+02    0.269605650385764102E+07
    0.159993414437966788E+02    0.199922054332638851E+03    0.500293447535836009E+02    0.269605468094622949E+07
    0.159999614793200440E+02    0.199953225260960210E+03    0.500360242428249222E+02    0.269605636739514256E+07
    0.159996921192814234E+02    0.199964753957741834E+03    0.499930668511948255E+02    0.269605470054017380E+07
    0.160002048469836460E+02    0.200013413122230361E+03    0.500009862295141829E+02    0.269605484181928169E+07
    0.159996625485067980E+02    0.199918995667342813E+03    0.500291738424561885E+02    0.269605644018814061E+07
    0.160001718020673671E+02    0.199970156672072505E+03    0.500000199405405183E+02    0.269605440868027788E+07
    0.159997003138301839E+02    0.199936705340868627E+03    0.500576109276212549E+02    0.269605388510018121E+07
    0.160000044845462845E+02    0.199979609876663460E+03    0.500327566650110427E+02    0.269605664515842078E+07
    0.160000044845462845E+02    0.199979609876663460E+03    0.500327566650110427E+02    0.269605664515842078E+07
    0.159998528172950536E+02    0.199970803895646384E+03    0.499992292793662756E+02    0.269605621289967746E+07
    0.159998827182371954E+02    0.199972565119506726E+03    0.500387622212995495E+02    0.269605636054956354E+07
    0.159997293702741210E+02    0.199973798754048346E+03    0.500428380504611354E+02    0.269605495359111717E+07
