    0.167260224602489135E-04    0.240659289063501692E-04    0.160000239241561069E+02    0.100001742354209555E+01    0.500031783052894196E+00    0.300047200747499865E+02    0.500027559712095382E+02    0.499926892784654520E-01    0.199973330261750760E+03    0.500001307751611250E+02    0.343287412798249582E+07
   -0.136502249799930143E-04    0.886576195751778770E-05    0.159998769725140129E+02    0.999964106956629073E+00    0.499995355987350620E+00    0.300023381785958740E+02    0.500012690328760527E+02    0.499758282839992685E-01    0.199963969114042754E+03    0.500057852343023157E+02    0.343287490801727446E+07
    0.605825715746808861E-05    0.115948395168671493E-04    0.160000947217950724E+02    0.100003414336869145E+01    0.500020571758202359E+00    0.300023696161913591E+02    0.500019777189297230E+02    0.499947007281596051E-01    0.199993183808744448E+03    0.500000276860261152E+02    0.343287576701777987E+07
   -0.405460919384658222E-05    0.660643611014435886E-05    0.159999794940878033E+02    0.100001096476211448E+01    0.499977468033336092E+00    0.299991141758294688E+02    0.500032541830765922E+02    0.499859868443925173E-01    0.199999913242189962E+03    0.499998764118864898E+02    0.343287644357507117E+07
    0.102911408359391067E-05   -0.140350934550028593E-05    0.159999909422351294E+02    0.999986409858096614E+00    0.499968999558674909E+00    0.299977621122447822E+02    0.500021588244202633E+02    0.499823461161467281E-01    0.200004780747733236E+03    0.499939663530955229E+02    0.343287802018278278E+07
   -0.105452540695826873E-04    0.293292501397472561E-06    0.159999899603656317E+02    0.100002371097143983E+01    0.499997343958566431E+00    0.299984184526557129E+02    0.500015935912495024E+02    0.500127186656831174E-01    0.200008148333704696E+03    0.500003919811904609E+02    0.343287806902246969E+07
    0.221923427091190665E-05    0.193941021350105432E-04    0.160000006212205150E+02    0.999965807704316756E+00    0.500009076207763137E+00    0.300053011433130372E+02    0.500021362938455454E+02    0.499774238316629815E-01    0.199964096107669889E+03    0.500015398150526309E+02    0.343287896502411133E+07
   -0.145598578490484977E-04   -0.175373646417054984E-05    0.159999577009303966E+02    0.999959849562163883E+00    0.499961450588626122E+00    0.299956757783976151E+02    0.500020342885322009E+02    0.499864766520443024E-01    0.200013314497451944E+03    0.499980246657242517E+02    0.343287957886570320E+07
   -0.498003525500212209E-05    0.496939005375157449E-05    0.159999643114837600E+02    0.100001826256139559E+01    0.499999658934465074E+00    0.300018553825833152E+02    0.500051338171076196E+02    0.499820225041118851E-01    0.199975721432641166E+03    0.499987639851551791E+02    0.343287983301894320E+07
   -0.216293758948722363E-06    0.128580678491036645E-04    0.160000058458628942E+02    0.100001312716459201E+01    0.500001421603566976E+00    0.300027590663424988E+02    0.500023445148842853E+02    0.499879815208514669E-01    0.199979246224462429E+03    0.500043495552820758E+02    0.343287992323685577E+07
    0.608475041878499465E-05    0.119746900955391552E-04    0.159999867569144492E+02    0.999987927491913786E+00    0.500001280067402409E+00    0.300008719688372771E+02    0.500012787928456603E+02    0.499872290556125989E-01    0.199993885125684756E+03    0.499987912562244077E+02    0.343288361954570608E+07
    0.608475041878499465E-05    0.119746900955391552E-04    0.159999867569144492E+02    0.999987927491913786E+00    0.500001280067402409E+00    0.300008719688372771E+02    0.500012787928456603E+02    0.499872290556125989E-01    0.199993885125684756E+03    0.499987912562244077E+02    0.343288361954570608E+07
    0.608475041878499465E-05    0.119746900955391552E-04    0.159999867569144492E+02    0.999987927491913786E+00    0.500001280067402409E+00    0.300008719688372771E+02    0.500012787928456603E+02    0.499872290556125989E-01    0.199993885125684756E+03    0.499987912562244077E+02    0.343288361954570608E+07
   -0.101425134788751662E-04    0.851261465459297435E-05    0.159999500674888608E+02    0.100001384154993889E+01    0.499995512070476655E+00    0.299996742118739981E+02    0.500039434188773342E+02    0.499841298207948995E-01    0.199985953829205897E+03    0.500000229630786919E+02    0.343288443388940068E+07
