    0.749236592114627342E+00    0.450578730905230245E+02   -0.118176939059211599E-02   -0.843286807532905728E-03    0.100194753012412230E+01    0.200393937120665470E+03    0.499873511972480600E+02    0.115712261567050397E+09   -0.111164551539005241E+01   -0.199527576184925648E+01   -0.432447908432268159E+05
    0.749095439784956074E+00    0.450541935056694101E+02   -0.132397260161173924E-02   -0.909104411746885490E-03    0.100195005673435888E+01    0.200404331622431442E+03    0.499825040383555503E+02    0.121871462352203101E+09   -0.106705883059737716E+01   -0.198877532617877884E+01   -0.432435623549487063E+05
    0.749270227105928610E+00    0.450667609034382792E+02   -0.133164656124948734E-02   -0.903294072332642604E-03    0.100188058429984750E+01    0.200453701984118112E+03    0.499649829754680397E+02    0.929600744433383197E+08   -0.103534257918625272E+01   -0.198095841721706667E+01   -0.432435532377675845E+05
    0.749218631077820385E+00    0.450516721865330183E+02   -0.122232449338525702E-02   -0.677140595897972363E-03    0.100193528087196571E+01    0.200352379921034185E+03    0.500144973611612897E+02    0.135759265512813032E+09   -0.100724469920622806E+01   -0.194738557544893753E+01   -0.432430610065545043E+05
    0.749257156237334909E+00    0.450643984510466069E+02   -0.124412674690349751E-02   -0.782248377444800060E-03    0.100191389539721731E+01    0.200418890160024233E+03    0.499598460713944803E+02    0.102490569585742757E+09   -0.114062539204515190E+01   -0.186763100250620551E+01   -0.432426475753014238E+05
    0.749182750987785973E+00    0.450445035401600649E+02   -0.120160024785666416E-02   -0.730569879602641732E-03    0.100195108373878505E+01    0.200404330536369969E+03    0.500064047551913902E+02    0.117638861417354733E+09   -0.107084327954200464E+01   -0.199943579452973696E+01   -0.432396860663306288E+05
    0.749238525113305798E+00    0.450469614928551536E+02   -0.125174904168761899E-02   -0.758948351367613240E-03    0.100198161306147604E+01    0.200466224317882308E+03    0.499699570410013436E+02    0.101822715968178689E+09   -0.102444442658618673E+01   -0.199223275782447673E+01   -0.432390997337275621E+05
    0.749076260663717353E+00    0.450550090226429631E+02   -0.130247604124067570E-02   -0.843566669639966762E-03    0.100195795037748980E+01    0.200435483934546795E+03    0.499763005552834727E+02    0.858729027317222655E+08   -0.103472240345263522E+01   -0.194358869969372217E+01   -0.432413809619472740E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749264904833254475E+00    0.450501281814311554E+02   -0.122135975357082465E-02   -0.832362021538132833E-03    0.100195686835577291E+01    0.200416206291768333E+03    0.500025165980103168E+02    0.120571294407875508E+09   -0.101478209965048261E+01   -0.194828980697963994E+01   -0.432371141283267498E+05
    0.749413809391639152E+00    0.450472630025219658E+02   -0.129346693700147040E-02   -0.868901493349508972E-03    0.100195289047849090E+01    0.200485282150371887E+03    0.499676977736765409E+02    0.102008111856864065E+09   -0.107152988952437145E+01   -0.188383299090511658E+01   -0.432410417727745516E+05
    0.749174730060892635E+00    0.450413886982409508E+02   -0.129702157254987902E-02   -0.825247504403662049E-03    0.100196160634390963E+01    0.200439143872845250E+03    0.499543261296818812E+02    0.947989189245184809E+08   -0.100761015675893595E+01   -0.198834436154681127E+01   -0.432385117196480132E+05
    0.749174730060892635E+00    0.450413886982409508E+02   -0.129702157254987902E-02   -0.825247504403662049E-03    0.100196160634390963E+01    0.200439143872845250E+03    0.499543261296818812E+02    0.947989189245184809E+08   -0.100761015675893595E+01   -0.198834436154681127E+01   -0.432385117196480132E+05
    0.749164581852507228E+00    0.450599339266868810E+02   -0.121276145666825456E-02   -0.775946022198270254E-03    0.100197830839484081E+01    0.200424654254277044E+03    0.499743003391144427E+02    0.100729277008833840E+09   -0.103580244317704007E+01   -0.192082871732535709E+01   -0.432407842078406102E+05
    0.749281660552838069E+00    0.450562927675686282E+02   -0.124144762643111327E-02   -0.821890664184215147E-03    0.100194134489663678E+01    0.200445909978334242E+03    0.499773840088206711E+02    0.980855324800800979E+08   -0.100444984121165959E+01   -0.188795040039986461E+01   -0.432378561988456204E+05
    0.749281660552838069E+00    0.450562927675686282E+02   -0.124144762643111327E-02   -0.821890664184215147E-03    0.100194134489663678E+01    0.200445909978334242E+03    0.499773840088206711E+02    0.980855324800800979E+08   -0.100444984121165959E+01   -0.188795040039986461E+01   -0.432378561988456204E+05
    0.749281660552838069E+00    0.450562927675686282E+02   -0.124144762643111327E-02   -0.821890664184215147E-03    0.100194134489663678E+01    0.200445909978334242E+03    0.499773840088206711E+02    0.980855324800800979E+08   -0.100444984121165959E+01   -0.188795040039986461E+01   -0.432378561988456204E+05
    0.749281660552838069E+00    0.450562927675686282E+02   -0.124144762643111327E-02   -0.821890664184215147E-03    0.100194134489663678E+01    0.200445909978334242E+03    0.499773840088206711E+02    0.980855324800800979E+08   -0.100444984121165959E+01   -0.188795040039986461E+01   -0.432378561988456204E+05
    0.749283508082615013E+00    0.450517168980368368E+02   -0.131580546356020798E-02   -0.858032247086701360E-03    0.100195979973758287E+01    0.200478744753021147E+03    0.499473020137601367E+02    0.832267234032362849E+08   -0.102124907641305018E+01   -0.194134293673553127E+01   -0.432403588354957610E+05
