    0.749882971453033287E+00    0.451019392770436767E+02   -0.372923801885054890E-02   -0.181526415993376222E-02    0.100201462449930334E+01    0.251991003160170168E+08   -0.312328999877509172E-02    0.195920050041218907E+01    0.750623951975673442E+00    0.451021850561133490E+02    0.497927277152765912E+00    0.996874074197119153E+00   -0.196658551157204934E-02   -0.280630332616962170E-02    0.100468687630840135E-02   -0.442395724324483192E+06
    0.749885941982100013E+00    0.451023548168825315E+02   -0.373202370124219940E-02   -0.181423468308373678E-02    0.100201395227424772E+01    0.263290924552350082E+08   -0.228719421581646820E-02    0.196181807550922294E+01    0.750627557554654157E+00    0.451010937271926267E+02    0.497924240960214814E+00    0.996864253348165641E+00   -0.196737012789092829E-02   -0.280182425184077140E-02    0.100469993235214271E-02   -0.442392539929750492E+06
    0.749882368369722663E+00    0.451020321059738762E+02   -0.372888177172632507E-02   -0.181604176951350327E-02    0.100201476355660057E+01    0.251697328662941232E+08   -0.358592714914862665E-02    0.196361533593981719E+01    0.750626011587185671E+00    0.451016481678345471E+02    0.497928162875923341E+00    0.996875686939933114E+00   -0.196630230899255687E-02   -0.280599953486119786E-02    0.100468785524099368E-02   -0.442391600094263325E+06
    0.749882958008115441E+00    0.451022188538050202E+02   -0.372923679975460144E-02   -0.181427276113868855E-02    0.100201438726661429E+01    0.259215668257300630E+08   -0.306770959105084895E-02    0.195889246959262531E+01    0.750623842726687140E+00    0.451015305163678661E+02    0.497926674376551193E+00    0.996873743763003417E+00   -0.196672040069730209E-02   -0.280467678026556817E-02    0.100469145221714551E-02   -0.442391292075832724E+06
    0.749883278642522910E+00    0.451022383140622196E+02   -0.373097213271077633E-02   -0.181375965836204659E-02    0.100201454719521288E+01    0.259764696295677423E+08   -0.286744585236686778E-02    0.196121109172261132E+01    0.750624079329683447E+00    0.451014510807203308E+02    0.497925176352731758E+00    0.996868760107157525E+00   -0.196766241551637111E-02   -0.280259185015768004E-02    0.100469664452750365E-02   -0.442390668269510381E+06
    0.749893540716964457E+00    0.451026295904822945E+02   -0.373143576905508910E-02   -0.181157582938626317E-02    0.100201166128448338E+01    0.255477609793127626E+08   -0.115670020001090723E-02    0.194507569247151335E+01    0.750629136485980952E+00    0.451042555316242186E+02    0.497930538726293948E+00    0.996861972488210513E+00   -0.196825659561191508E-02   -0.280472704986496710E-02    0.100469853574429837E-02   -0.442390292656355188E+06
    0.749881988681722289E+00    0.451017668076665146E+02   -0.373044589211029773E-02   -0.181364036790742419E-02    0.100201472756232812E+01    0.260569549929154813E+08   -0.227566658194489069E-02    0.196404646075979805E+01    0.750619255733616875E+00    0.451019897793924613E+02    0.497926597167149876E+00    0.996876372019575241E+00   -0.196711517287525726E-02   -0.280200277886700306E-02    0.100468154949056362E-02   -0.442390033835113747E+06
    0.749880978680854904E+00    0.451018582289760914E+02   -0.372858426015903110E-02   -0.181557805162111275E-02    0.100201508500684033E+01    0.249818557703195289E+08   -0.338560195952108955E-02    0.196303799087780328E+01    0.750623176344306753E+00    0.451017393258633632E+02    0.497927954954070884E+00    0.996876294138405727E+00   -0.196741513973754936E-02   -0.280616266721618211E-02    0.100468871435582655E-02   -0.442389702687879093E+06
    0.749883253978587572E+00    0.451018591991618578E+02   -0.373078977634894475E-02   -0.181530402762935519E-02    0.100201467188797388E+01    0.253344889839112312E+08   -0.243639667246053904E-02    0.196003173137883668E+01    0.750623121780573443E+00    0.451023861086831559E+02    0.497928668185260714E+00    0.996877816537235950E+00   -0.196724358656410418E-02   -0.280470901420394429E-02    0.100468072309547931E-02   -0.442389696166666923E+06
    0.749882444473434218E+00    0.451020410334007380E+02   -0.372829503578713710E-02   -0.181351048946655252E-02    0.100201485661052447E+01    0.254809732342244759E+08   -0.352495979208777843E-02    0.196114541390199082E+01    0.750622951845248076E+00    0.451011945797007527E+02    0.497927460987065085E+00    0.996874156356186925E+00   -0.196663509432757743E-02   -0.280453781782535362E-02    0.100468948966967158E-02   -0.442388871822772664E+06
    0.749882172189169305E+00    0.451018133343508509E+02   -0.372718890910900096E-02   -0.181107902840153150E-02    0.100201549326586825E+01    0.256877786432058513E+08   -0.336161527768430446E-02    0.196024409853883208E+01    0.750622023585810538E+00    0.451016527972548573E+02    0.497926973606841239E+00    0.996875275169627484E+00   -0.196671339104124120E-02   -0.280531715802855540E-02    0.100469290547259226E-02   -0.442388732287673280E+06
    0.749883207295116039E+00    0.451020596388889743E+02   -0.373006034058887817E-02   -0.181452684273826362E-02    0.100201482867603442E+01    0.255001128671586365E+08   -0.257748668030699513E-02    0.196068952060780743E+01    0.750622385101467504E+00    0.451016793944690733E+02    0.497925754737923165E+00    0.996873896028126705E+00   -0.196660360742719571E-02   -0.280473446731983357E-02    0.100468855282316930E-02   -0.442388144189043087E+06
    0.749881714917517872E+00    0.451021231643592273E+02   -0.372853104000015183E-02   -0.181603513449542404E-02    0.100201443801025869E+01    0.254083710988055915E+08   -0.398638514530724741E-02    0.196478543410749817E+01    0.750622162699210893E+00    0.451020555668183931E+02    0.497928605484004583E+00    0.996878808251162485E+00   -0.196600430845579295E-02   -0.280499531402275811E-02    0.100468385735735712E-02   -0.442387985847706324E+06
    0.749882499212671139E+00    0.451019145603040812E+02   -0.372953618708370778E-02   -0.181434727071991915E-02    0.100201505823121795E+01    0.252394853512089364E+08   -0.280732150180473816E-02    0.196146093333945926E+01    0.750620663354235385E+00    0.451018962241250847E+02    0.497926175787065606E+00    0.996875036779414581E+00   -0.196680521836588556E-02   -0.280517656189829432E-02    0.100468667541065825E-02   -0.442387940490394365E+06
    0.749879852804783642E+00    0.451018631032049981E+02   -0.372870073509969004E-02   -0.181545232863520732E-02    0.100201524072897907E+01    0.253852731373281740E+08   -0.337540189380014510E-02    0.196632627265543247E+01    0.750620725593974081E+00    0.451017178289005827E+02    0.497925149723257909E+00    0.996874402872792942E+00   -0.196710222339312440E-02   -0.280482554097052309E-02    0.100469098130689699E-02   -0.442387927927242359E+06
    0.749882877168742246E+00    0.451020180129572452E+02   -0.372903579685584944E-02   -0.181351690079717799E-02    0.100201425789108645E+01    0.262042781768220551E+08   -0.252047997937276946E-02    0.196190009775150886E+01    0.750619339983676026E+00    0.451010339368941473E+02    0.497925377858511486E+00    0.996874056637807926E+00   -0.196652284632833213E-02   -0.280249120177598681E-02    0.100468644560892267E-02   -0.442387767603855697E+06
    0.749889196401983371E+00    0.451022736919919254E+02   -0.373015555710876990E-02   -0.181306651709853273E-02    0.100201281263323883E+01    0.257715129326777123E+08   -0.140264048787797080E-02    0.194824761766220722E+01    0.750627785148475501E+00    0.451022581313496218E+02    0.497932893688364187E+00    0.996874954384365575E+00   -0.196793923242930598E-02   -0.280467404712639789E-02    0.100468632079672303E-02   -0.442385664710678975E+06
    0.749891841867723619E+00    0.451027297494366906E+02   -0.373097984953390865E-02   -0.181471894299799013E-02    0.100201151021269697E+01    0.261297501393732391E+08   -0.127966564435810781E-02    0.194669200340216486E+01    0.750631777914916754E+00    0.451028422668906117E+02    0.497933860477069667E+00    0.996871724963651173E+00   -0.196724617225180719E-02   -0.280446576184555747E-02    0.100469080661091384E-02   -0.442387338050263119E+06
    0.749891582172739435E+00    0.451026158542614866E+02   -0.373058094909271788E-02   -0.181397303813556434E-02    0.100201166311485856E+01    0.260274603450922482E+08   -0.107512895651329377E-02    0.194692468787132178E+01    0.750630259137343048E+00    0.451028069078405167E+02    0.497933343086294999E+00    0.996871091438083168E+00   -0.196750037962503633E-02   -0.280463253599450794E-02    0.100469167514978183E-02   -0.442386335618246230E+06
    0.749888381751619759E+00    0.451023137672481340E+02   -0.372978060802686738E-02   -0.181415483366109557E-02    0.100201209789829049E+01    0.267384540359852538E+08   -0.164197835648438595E-02    0.195492892268688334E+01    0.750629928458203421E+00    0.451011619094439737E+02    0.497935410561459679E+00    0.996883215581217286E+00   -0.196761113782687727E-02   -0.280162562858296202E-02    0.100467826651578639E-02   -0.442385941806800780E+06
    0.749887685597665277E+00    0.451022241169589790E+02   -0.372978948258518217E-02   -0.181427358729513433E-02    0.100201244207625129E+01    0.265488676505614966E+08   -0.197966706393515324E-02    0.195608570147964778E+01    0.750628563998088971E+00    0.451009962307882830E+02    0.497936643029796733E+00    0.996885384726456492E+00   -0.196831019160616195E-02   -0.280239457235659456E-02    0.100467636291773897E-02   -0.442386736721118330E+06
