    0.752825185091629878E+00    0.450323602078703615E+02    0.223162693068184280E-02   -0.502032020744063324E-02    0.100258797208349604E+01    0.754346431740230861E+00    0.458860996617077461E+02    0.497616942056014477E+00    0.100040792864157746E+01    0.456719700563156666E-02   -0.550118310165702111E-02    0.999574823485884553E-03   -0.244491870522739878E+07
    0.752815942770737268E+00    0.450312800168060079E+02    0.223152319383689620E-02   -0.502059843192899282E-02    0.100258794034887133E+01    0.754344909835145572E+00    0.458882572348893305E+02    0.497620622998591000E+00    0.100039175094308019E+01    0.456731668993972436E-02   -0.550122159623238523E-02    0.999599415971478937E-03   -0.244491697655563336E+07
    0.752819078956133980E+00    0.450321806353092526E+02    0.223145678256163804E-02   -0.502043655455174358E-02    0.100258790182440372E+01    0.754342626176821573E+00    0.458865454248030034E+02    0.497614195772215051E+00    0.100038644165177248E+01    0.456697760678860618E-02   -0.550116322590071295E-02    0.999599436692691660E-03   -0.244491560483662318E+07
    0.752819782595307574E+00    0.450321317265732119E+02    0.223118425869691219E-02   -0.502102312520462477E-02    0.100258773097441267E+01    0.754342211819332142E+00    0.458877202798678070E+02    0.497615557586874036E+00    0.100038219567128994E+01    0.456649737869910081E-02   -0.550129946166997511E-02    0.999605689376469085E-03   -0.244491461612604605E+07
    0.752821099980529818E+00    0.450320690129102346E+02    0.223168543906192892E-02   -0.502172839862656019E-02    0.100258764347334917E+01    0.754342230117374557E+00    0.458873499984736668E+02    0.497620944101666296E+00    0.100039857456348691E+01    0.456718141058582664E-02   -0.550158439590798121E-02    0.999585945024117437E-03   -0.244491447893715417E+07
    0.752824872256898869E+00    0.450319760084869927E+02    0.223119093492632741E-02   -0.502298288804339278E-02    0.100258707282293780E+01    0.754343872622178502E+00    0.458892655933393101E+02    0.497636807976720719E+00    0.100042291402222006E+01    0.456676928436486503E-02   -0.550212181778574148E-02    0.999560194264730419E-03   -0.244491403239606973E+07
    0.752820753976311652E+00    0.450319933163545016E+02    0.223119250402680500E-02   -0.502141048983207206E-02    0.100258754894934921E+01    0.754343363751789342E+00    0.458878902685763919E+02    0.497622276448655143E+00    0.100039731768120710E+01    0.456624302132105017E-02   -0.550126415591309023E-02    0.999589100029164151E-03   -0.244491379482595390E+07
    0.752821145318800511E+00    0.450319319926200095E+02    0.223158932031364840E-02   -0.502122610846608610E-02    0.100258793820945402E+01    0.754343302354364642E+00    0.458863894731814526E+02    0.497618202954721423E+00    0.100040163802384097E+01    0.456738517203401917E-02   -0.550160518358084986E-02    0.999583092376656306E-03   -0.244491370571615547E+07
    0.752818071690655843E+00    0.450317034946114347E+02    0.223178416093267398E-02   -0.501955533613876025E-02    0.100258801326721647E+01    0.754344351227965060E+00    0.458870761020550830E+02    0.497616243738799979E+00    0.100039055378276664E+01    0.456741112847912877E-02   -0.550075412520391761E-02    0.999597739407888288E-03   -0.244491351449983148E+07
    0.752821804191988742E+00    0.450318482944045329E+02    0.223131751579832985E-02   -0.502127707176177034E-02    0.100258769763585942E+01    0.754343383267426670E+00    0.458870338066857286E+02    0.497624645481520078E+00    0.100041067780104509E+01    0.456648661363947498E-02   -0.550129856144288779E-02    0.999573254193349657E-03   -0.244490975968336361E+07
    0.752821804191988742E+00    0.450318482944045329E+02    0.223131751579832985E-02   -0.502127707176177034E-02    0.100258769763585942E+01    0.754343383267426670E+00    0.458870338066857286E+02    0.497624645481520078E+00    0.100041067780104509E+01    0.456648661363947498E-02   -0.550129856144288779E-02    0.999573254193349657E-03   -0.244490975968336361E+07
    0.752821804191988742E+00    0.450318482944045329E+02    0.223131751579832985E-02   -0.502127707176177034E-02    0.100258769763585942E+01    0.754343383267426670E+00    0.458870338066857286E+02    0.497624645481520078E+00    0.100041067780104509E+01    0.456648661363947498E-02   -0.550129856144288779E-02    0.999573254193349657E-03   -0.244490975968336361E+07
    0.752824641872009037E+00    0.450321881896211096E+02    0.223131897386952358E-02   -0.502174264282615173E-02    0.100258753745848228E+01    0.754344137737100295E+00    0.458871050535933023E+02    0.497622632208424232E+00    0.100041033921826261E+01    0.456687172490379684E-02   -0.550169587578267210E-02    0.999572847752217605E-03   -0.244491091866515577E+07
    0.752822952997673100E+00    0.450323123306375734E+02    0.223109603989331447E-02   -0.502174284360996492E-02    0.100258735533409582E+01    0.754344046137380708E+00    0.458877265797546841E+02    0.497630287731251120E+00    0.100041424686145719E+01    0.456621254169545156E-02   -0.550150934086816260E-02    0.999567012507006098E-03   -0.244491228514397098E+07
    0.752822221378935064E+00    0.450318250361031787E+02    0.223132735023739027E-02   -0.502068053941414922E-02    0.100258764998504901E+01    0.754344425070262892E+00    0.458872021958042282E+02    0.497624765366704025E+00    0.100041124718521646E+01    0.456627163776101869E-02   -0.550092846555323874E-02    0.999573719872057275E-03   -0.244491063833737932E+07
    0.752822221378935064E+00    0.450318250361031787E+02    0.223132735023739027E-02   -0.502068053941414922E-02    0.100258764998504901E+01    0.754344425070262892E+00    0.458872021958042282E+02    0.497624765366704025E+00    0.100041124718521646E+01    0.456627163776101869E-02   -0.550092846555323874E-02    0.999573719872057275E-03   -0.244491063833737932E+07
    0.752822106132876812E+00    0.450318408478666186E+02    0.223153998698237977E-02   -0.502155097565918414E-02    0.100258773480005292E+01    0.754343905211030785E+00    0.458875875280847225E+02    0.497626589348074078E+00    0.100041187637554496E+01    0.456701721187975293E-02   -0.550154713984537646E-02    0.999571854410032405E-03   -0.244491087469621934E+07
    0.752822294235918177E+00    0.450318469029697965E+02    0.223133796517652281E-02   -0.502026387677996337E-02    0.100258765458933707E+01    0.754344453245005209E+00    0.458877920585388495E+02    0.497620735833525063E+00    0.100040049904126649E+01    0.456656169046448877E-02   -0.550086138954359021E-02    0.999587462080877166E-03   -0.244491003593090829E+07
    0.752822294235918177E+00    0.450318469029697965E+02    0.223133796517652281E-02   -0.502026387677996337E-02    0.100258765458933707E+01    0.754344453245005209E+00    0.458877920585388495E+02    0.497620735833525063E+00    0.100040049904126649E+01    0.456656169046448877E-02   -0.550086138954359021E-02    0.999587462080877166E-03   -0.244491003593090829E+07
    0.752821563330243526E+00    0.450320534518071511E+02    0.223135868351358266E-02   -0.502057272165921074E-02    0.100258775677557765E+01    0.754342165760848449E+00    0.458865761345007286E+02    0.497619845258847338E+00    0.100040192631622649E+01    0.456654453050596605E-02   -0.550105128507420455E-02    0.999581674587844173E-03   -0.244491133831546828E+07
    0.752820656990492942E+00    0.450316232885864238E+02    0.223176828017583248E-02   -0.502078559132912959E-02    0.100258780492999033E+01    0.754344876445373513E+00    0.458874233190756016E+02    0.497623210475843347E+00    0.100040755238024115E+01    0.456760758424367384E-02   -0.550139327599025087E-02    0.999578924480653804E-03   -0.244491068462757207E+07
    0.752820654209780171E+00    0.450320067756954430E+02    0.223156626477061335E-02   -0.502195127999699540E-02    0.100258781755305404E+01    0.754343871070408678E+00    0.458873853583378164E+02    0.497624413130950294E+00    0.100040508979233822E+01    0.456753490623032152E-02   -0.550199631689358114E-02    0.999577714565794313E-03   -0.244491160042323638E+07
    0.752818921308999967E+00    0.450316785599523683E+02    0.223151195839149359E-02   -0.502134316420282251E-02    0.100258769161532468E+01    0.754341957220124870E+00    0.458879278659592487E+02    0.497622668036177052E+00    0.100039691843000766E+01    0.456740740198905999E-02   -0.550162771936625519E-02    0.999589866153151535E-03   -0.244490935450850427E+07
    0.752818921308999967E+00    0.450316785599523683E+02    0.223151195839149359E-02   -0.502134316420282251E-02    0.100258769161532468E+01    0.754341957220124870E+00    0.458879278659592487E+02    0.497622668036177052E+00    0.100039691843000766E+01    0.456740740198905999E-02   -0.550162771936625519E-02    0.999589866153151535E-03   -0.244490935450850427E+07
    0.752818921308999967E+00    0.450316785599523683E+02    0.223151195839149359E-02   -0.502134316420282251E-02    0.100258769161532468E+01    0.754341957220124870E+00    0.458879278659592487E+02    0.497622668036177052E+00    0.100039691843000766E+01    0.456740740198905999E-02   -0.550162771936625519E-02    0.999589866153151535E-03   -0.244490935450850427E+07
    0.752818921308999967E+00    0.450316785599523683E+02    0.223151195839149359E-02   -0.502134316420282251E-02    0.100258769161532468E+01    0.754341957220124870E+00    0.458879278659592487E+02    0.497622668036177052E+00    0.100039691843000766E+01    0.456740740198905999E-02   -0.550162771936625519E-02    0.999589866153151535E-03   -0.244490935450850427E+07
    0.752818921308999967E+00    0.450316785599523683E+02    0.223151195839149359E-02   -0.502134316420282251E-02    0.100258769161532468E+01    0.754341957220124870E+00    0.458879278659592487E+02    0.497622668036177052E+00    0.100039691843000766E+01    0.456740740198905999E-02   -0.550162771936625519E-02    0.999589866153151535E-03   -0.244490935450850427E+07
    0.752820908585305260E+00    0.450315926765762811E+02    0.223146323805704840E-02   -0.502126554508712779E-02    0.100258768091855344E+01    0.754343033673464225E+00    0.458881413379110796E+02    0.497623172994757057E+00    0.100040150093055358E+01    0.456690171493000577E-02   -0.550133799636965629E-02    0.999586496356283339E-03   -0.244491158659504866E+07
    0.752821721681100842E+00    0.450320863086219703E+02    0.223115897421675849E-02   -0.502135769480423558E-02    0.100258744829628865E+01    0.754342960570521637E+00    0.458884226433702125E+02    0.497624987211066738E+00    0.100039934635598238E+01    0.456644934729281016E-02   -0.550134981006461261E-02    0.999586363260772381E-03   -0.244491092353910860E+07
    0.752824906655735093E+00    0.450321590093102415E+02    0.223120507177805615E-02   -0.502336264232457717E-02    0.100258728236092276E+01    0.754342239450997321E+00    0.458881489977133725E+02    0.497628414873118985E+00    0.100041274639132949E+01    0.456704024642845801E-02   -0.550245370718472748E-02    0.999570016146785270E-03   -0.244491160743873846E+07
    0.752821865538944257E+00    0.450319591135393935E+02    0.223132673811304687E-02   -0.502159168120612249E-02    0.100258763347245949E+01    0.754343597302571167E+00    0.458885948016582361E+02    0.497624011164522706E+00    0.100039814352188206E+01    0.456696779555709406E-02   -0.550159429161284179E-02    0.999588887878045864E-03   -0.244491166611008858E+07
    0.752820410366538795E+00    0.450319835485600990E+02    0.223106651552515151E-02   -0.502142568557287401E-02    0.100258746276862287E+01    0.754342287776543552E+00    0.458880194210353096E+02    0.497624263782078968E+00    0.100039870117149565E+01    0.456621068931060015E-02   -0.550128872605729329E-02    0.999587328772517806E-03   -0.244491235970092658E+07
    0.752823784082220948E+00    0.450320938458037361E+02    0.223131320051284674E-02   -0.502287773925860249E-02    0.100258741366265580E+01    0.754342220576776912E+00    0.458885871025754284E+02    0.497627590335215642E+00    0.100040719357932573E+01    0.456713899395187316E-02   -0.550224443034058510E-02    0.999576644643081387E-03   -0.244491220303066354E+07
    0.752822579446598361E+00    0.450319713003626561E+02    0.223141153261276898E-02   -0.502140870577809373E-02    0.100258756282619288E+01    0.754343763846649473E+00    0.458880483732291538E+02    0.497626122284114569E+00    0.100040736662436958E+01    0.456690728559961366E-02   -0.550148592858704186E-02    0.999577083613901801E-03   -0.244491172364464449E+07
    0.752820668881976074E+00    0.450320390363946785E+02    0.223162164565601480E-02   -0.502257704060399962E-02    0.100258786891406881E+01    0.754343706357786248E+00    0.458877780615531492E+02    0.497624914373243188E+00    0.100040327545499119E+01    0.456794882310009899E-02   -0.550240642216460584E-02    0.999579764980152580E-03   -0.244491069594219420E+07
    0.752820878466958332E+00    0.450318866786817935E+02    0.223193861030012482E-02   -0.502273090058366796E-02    0.100258777362760054E+01    0.754343625673617124E+00    0.458874865254611422E+02    0.497624000710097880E+00    0.100040657890877460E+01    0.456854161589765814E-02   -0.550255634881344647E-02    0.999576999695325286E-03   -0.244491272091546841E+07
    0.752823287108378425E+00    0.450320423958445062E+02    0.223149759617082563E-02   -0.502246009717380142E-02    0.100258768011149990E+01    0.754342193802073346E+00    0.458873191775347777E+02    0.497623218538909617E+00    0.100040680231375889E+01    0.456757324387640530E-02   -0.550226641990231562E-02    0.999576153475491063E-03   -0.244490925483958144E+07
    0.752823287108378425E+00    0.450320423958445062E+02    0.223149759617082563E-02   -0.502246009717380142E-02    0.100258768011149990E+01    0.754342193802073346E+00    0.458873191775347777E+02    0.497623218538909617E+00    0.100040680231375889E+01    0.456757324387640530E-02   -0.550226641990231562E-02    0.999576153475491063E-03   -0.244490925483958144E+07
    0.752823287108378425E+00    0.450320423958445062E+02    0.223149759617082563E-02   -0.502246009717380142E-02    0.100258768011149990E+01    0.754342193802073346E+00    0.458873191775347777E+02    0.497623218538909617E+00    0.100040680231375889E+01    0.456757324387640530E-02   -0.550226641990231562E-02    0.999576153475491063E-03   -0.244490925483958144E+07
    0.752823287108378425E+00    0.450320423958445062E+02    0.223149759617082563E-02   -0.502246009717380142E-02    0.100258768011149990E+01    0.754342193802073346E+00    0.458873191775347777E+02    0.497623218538909617E+00    0.100040680231375889E+01    0.456757324387640530E-02   -0.550226641990231562E-02    0.999576153475491063E-03   -0.244490925483958144E+07
    0.752823287108378425E+00    0.450320423958445062E+02    0.223149759617082563E-02   -0.502246009717380142E-02    0.100258768011149990E+01    0.754342193802073346E+00    0.458873191775347777E+02    0.497623218538909617E+00    0.100040680231375889E+01    0.456757324387640530E-02   -0.550226641990231562E-02    0.999576153475491063E-03   -0.244490925483958144E+07
    0.752823369064312020E+00    0.450322102323695646E+02    0.223140932688817902E-02   -0.502307056485538743E-02    0.100258764429960312E+01    0.754342498908104231E+00    0.458875586055436244E+02    0.497622276210925529E+00    0.100040286374337350E+01    0.456765315187785542E-02   -0.550259550327646379E-02    0.999580030296406572E-03   -0.244491070149978064E+07
    0.752819575024511023E+00    0.450317156801012359E+02    0.223139761944348347E-02   -0.502222481546123548E-02    0.100258747760858191E+01    0.754342128162836412E+00    0.458881960936003281E+02    0.497626774281228812E+00    0.100040386025031491E+01    0.456698163316849627E-02   -0.550181445494478220E-02    0.999581769348086794E-03   -0.244491073833854729E+07
    0.752821736006595410E+00    0.450317476461306470E+02    0.223162699381516515E-02   -0.502154432456177174E-02    0.100258767373391722E+01    0.754341837913827140E+00    0.458872044145947839E+02    0.497622656689726939E+00    0.100040598591525320E+01    0.456733902209845166E-02   -0.550165418562536743E-02    0.999579305969781418E-03   -0.244491159163304325E+07
