    0.538524007797241300E+00    0.262757885456085205E+02   -0.155467415076479737E+00   -0.362510679827453839E-02    0.105799958705902108E+01    0.562900915741920471E+02    0.102031886577606201E+02    0.863392927010751702E+07   -0.135364389419555664E+01   -0.475927889347076416E+00   -0.244820834985817432E+09   -0.460515351937698814E+01    1
    0.912540006637573287E+00    0.103632853031158447E+03   -0.424444354039336558E+00    0.617650854557488804E+00    0.122180473804473877E+01    0.349778519570827484E+03    0.172920584678649902E+02    0.646799324922783487E+07   -0.101877373456954956E+01   -0.455708205699920654E+00   -0.151185446224998206E+09   -0.461515351937698259E+01    1
    0.675846862792968794E+00    0.996839976310729980E+02   -0.138056551929793908E+00   -0.709073068828053182E-01    0.117962391376495357E+01    0.819960698485374451E+02    0.881314277648925781E+00    0.212646819599088013E+09   -0.173216450214385986E+01   -0.297863423824310303E+00   -0.135810980575670928E+09   -0.462515351937698149E+01    1
    0.643047618865966841E+00    0.120006483793258667E+03    0.238158938413330412E+00   -0.383620100357531871E-01    0.118209753036499032E+01    0.544335335493087769E+02    0.247963726520538330E+02    0.190098558917112350E+10   -0.176992249488830566E+01   -0.783561289310455322E+00   -0.122321712809668437E+09   -0.463515351937698661E+01    1
    0.642581176757812456E+00    0.582090103626251221E+02    0.567857656256788301E-01   -0.381465056722444074E+00    0.121352283954620366E+01    0.355680698156356812E+03    0.353107392787933350E+02    0.164152188583071709E+09   -0.148393255472183228E+01   -0.949663043022155762E+00   -0.121074132806907386E+09   -0.464515351937698728E+01    1
    0.276323509216308605E+00    0.464465260505676270E+01   -0.377270645263936721E+00   -0.396767037492681107E+00    0.918199539184570312E+00    0.297985085844993591E+03    0.958316802978515625E+02    0.854304570886658877E+07   -0.195108437538146973E+01   -0.631947994232177734E+00   -0.116612211025307849E+09   -0.465515351937698174E+01    1
    0.846309137344360307E+00    0.108496427536010742E+03    0.557172455350916657E-02    0.143773624300644137E+00    0.120065991878509526E+01    0.218773575127124786E+03    0.178786456584930420E+02    0.446254271350572184E+08   -0.142996180057525635E+01   -0.731514751911163330E+00   -0.114467270825134158E+09   -0.466515351937698153E+01    1
    0.383908843994140658E+00    0.169460560083389282E+03   -0.415792179599702494E+00   -0.122732475046504932E+00    0.110570614337921147E+01    0.370481060445308685E+03    0.650684833526611328E+01    0.156857274786075562E+09   -0.147933763265609741E+01   -0.856494009494781494E+00   -0.106882414795367301E+09   -0.467515351937698398E+01    1
    0.886942148208618164E+00    0.125191880464553833E+03   -0.131084476953714585E+00    0.534453820247218214E+00    0.120476679801940922E+01    0.218012073636054993E+03    0.508429408073425293E+02    0.136054380798457866E+07   -0.162634807825088501E+01   -0.593918025493621826E+00   -0.105049439077822432E+09   -0.468515351937698377E+01    1
    0.961400747299194336E+00    0.134710214138031006E+03    0.511631902775635861E+00    0.233358952944338199E+00    0.112608296871185298E+01    0.225711913406848907E+03    0.409381389617919922E+01    0.150124949782459903E+10   -0.100993090867996216E+01   -0.877634227275848389E+00   -0.100944673117817566E+09   -0.469515351937698444E+01    1
    0.459806442260742188E+00    0.654541504383087158E+02    0.229593264550770892E+00   -0.139139431586919734E-02    0.123796570301055908E+01    0.207079814374446869E+03    0.234189689159393311E+02    0.124820197762655802E+08   -0.130148744583129883E+01   -0.635407447814941406E+00   -0.947242974403851032E+08   -0.470515351937698423E+01    1
    0.259671020507812544E+00    0.513842582702636719E+01    0.586390667140251676E+00    0.388674756229402396E+00    0.853704237937927268E+00    0.132384517788887024E+03    0.556225299835205078E+02    0.158992863160024464E+09   -0.136894816160202026E+01   -0.972378849983215332E+00   -0.916919482523186803E+08   -0.471515351937698135E+01    1
    0.227482557296752930E+00    0.165594531297683716E+03   -0.421715380937376205E+00    0.173773350296024393E+00    0.112745332717895508E+01    0.623397022485733032E+02    0.357223510742187500E+02    0.436232298348051123E+07   -0.145049309730529785E+01   -0.239795148372650146E+00   -0.909123398558232486E+08   -0.472515351937698025E+01    1
    0.359857988357543956E+00    0.968970751762390137E+02   -0.335256071917102827E+00    0.762765927404012861E-01    0.123845877647399893E+01    0.146757224202156067E+03    0.314695835113525391E+01    0.248039449946563035E+09   -0.173578041791915894E+01   -0.569881796836853027E+00   -0.886438916690081358E+08   -0.473515351937698448E+01    1
    0.597605371475219749E+00    0.520392215251922607E+02   -0.138088702581498107E+00   -0.480552661156393557E+00    0.124081292152404776E+01    0.161945120990276337E+03    0.651075303554534912E+02    0.171254919104148354E+07   -0.111548215150833130E+01   -0.459196388721466064E+00   -0.866299168897774667E+08   -0.474515351937698782E+01    1
    0.625317335128784180E+00    0.713083183765411377E+02    0.330624590469380086E+00    0.290939942664076523E+00    0.124809644222259530E+01    0.152342119812965393E+03    0.216852486133575439E+02    0.568633896499967501E+08   -0.111335694789886475E+01   -0.631254732608795166E+00   -0.865553576049963981E+08   -0.475515351937698494E+01    1
    0.681471538543701127E+00    0.113511364459991455E+03    0.317550042872952881E-02    0.305434313761355214E+00    0.106552784442901616E+01    0.307981231808662415E+03    0.787420392036437988E+02    0.169228468799436522E+10   -0.139789259433746338E+01   -0.875560641288757324E+00   -0.841847346283846498E+08   -0.476515351937698117E+01    1
    0.836233139038085938E+00    0.145172406435012817E+03    0.715621476398369261E+00    0.211044875499123485E+00    0.981492114067077592E+00    0.268165157735347748E+03    0.921709418296813965E+02    0.606099460767827749E+09   -0.157691186666488647E+01   -0.182368934154510498E+00   -0.837075109154972881E+08   -0.477515351937698451E+01    1
