   -0.106326961906024198E+00   -0.936519987878996901E-01    0.860850811004638672E+00    0.554235899448394775E+02    0.145539879798889160E+01    0.281088933348655701E+01    0.730142307281494096E+00    0.114965668916702271E+03    0.210317468643188477E+01    0.757065612077713013E+01   -0.792428553455647444E-01   -0.721250097368455328E-01    0.155962272085225656E-03    0.282029912145646822E+00   -0.509299702144325739E+00    0.228974485397338867E+01    0.315653568506240845E+02    0.128788293600082397E+03    0.200226128101348877E+00    0.313142538070678711E+03    0.532730281352996826E+02    0.128325240133976486E+02    0.322654025071189565E+00   -0.248122779555750342E+13   -0.460515351937698814E+01    1
    0.519499452665999506E+00    0.276057676723192646E+00    0.818698930740356490E+00    0.454612219333648682E+02    0.209550333023071289E+01    0.250575372576713562E+01    0.810861587524414062E+00    0.124584617614746094E+03    0.167428612709045410E+01    0.464050012826919556E+01    0.302440976324814315E+00   -0.228127464542688507E+00    0.124118486413646706E-04   -0.141944111691844954E+00   -0.344784046545474954E+00    0.486984252929687500E-01    0.533310377597808838E+02    0.276748180389404297E+01    0.246948003768920898E+00    0.370791530609130859E+03    0.714582264423370361E+02    0.141065534313787051E+02    0.723404488144913671E+02   -0.130906712300572998E+13   -0.461515351937698259E+01    1
    0.184684286643002460E+00    0.365539372212979469E-01    0.921917247772216841E+00    0.178098678588867188E+01    0.151774287223815918E+01    0.176680326461791992E+01    0.809875631332397594E+00    0.719244539737701416E+02    0.362406396865844727E+01    0.591025966405868530E+01   -0.839393727485529366E-02   -0.220856819528729376E+00    0.153684410751596894E-03   -0.965552324931149009E-01   -0.416055800264106268E+00    0.187213063240051270E+01    0.874955302476882935E+02    0.433750319480895996E+02    0.383904933929443359E+00    0.337166762351989746E+03    0.268149375915527344E+01    0.145996050475136663E+02    0.223936474124476925E+01   -0.403930277762332153E+12   -0.462515351937698149E+01    1
   -0.103616816089159458E+00   -0.199957171554707963E+00    0.287768411636352583E+00    0.784975719451904297E+02    0.439114332199096680E+00    0.158246389031410217E+01    0.431844711303710938E+00    0.173304712772369385E+03    0.213362383842468262E+01    0.705547708272933960E+01    0.316036774451167901E+00   -0.992604920678404196E-01    0.365116532924459464E-03    0.323740632845387177E+00   -0.188704792286640860E+00    0.182675194740295410E+01    0.488193368911743164E+02    0.117878708839416504E+03    0.938051164150238037E+00    0.374934339523315430E+03    0.181792438030242920E+02    0.182751030705370958E+02    0.291012745481864163E-01   -0.346900012067276184E+12   -0.463515351937698661E+01    1
   -0.348724450356036830E+00    0.619853391304928392E-01    0.792973899841308727E+00    0.620082414150238037E+02    0.105688047409057617E+01    0.221027666330337524E+01    0.823869037628173873E+00    0.294596672058105469E+01    0.326801967620849609E+01    0.670313137769699097E+01    0.295503052439427261E+00   -0.362826081686796642E+00    0.444632413016496039E-03   -0.308911195142968276E+00    0.371835134897099961E+00    0.127842450141906738E+01    0.160632723569869995E+02    0.840134918689727783E+02    0.270872652530670166E+00    0.294817543029785156E+03    0.357141196727752686E+02    0.167449536498178446E+02    0.490885221583090612E+02   -0.219515117917737671E+12   -0.464515351937698728E+01    1
   -0.334867652192176846E+00   -0.684623177643998493E+00    0.872083520889282315E+00    0.104537487030029297E+01    0.194676852226257324E+01    0.297008407115936279E+01    0.977148342132568404E+00    0.976759028434753418E+02    0.392991733551025391E+01    0.613420802354812622E+01   -0.381893760961262985E-01   -0.983476608317586029E-02    0.280044344748632817E-03    0.194445015877271338E+00    0.114611235186878838E+00    0.602907657623291016E+00    0.561235982179641724E+02    0.153647950887680054E+03    0.802243649959564209E+00    0.351004362106323242E+02    0.864477038383483887E+02    0.131184748215933560E+02    0.103698070061412073E-01   -0.167753472858423187E+12   -0.465515351937698174E+01    1
    0.130764535460312303E+00    0.200145104050943906E+00    0.606870365142822221E+00    0.169727547168731689E+03    0.358206224441528320E+01    0.218946996331214905E+01    0.348840141296386741E+00    0.373328197002410889E+02    0.386411786079406738E+01    0.766632291674613953E+01   -0.739833133019738992E-01    0.508288860462247916E-01    0.241389098903566735E-03    0.559856934519447513E+00   -0.199729484819965913E+00    0.149446010589599609E+00    0.709531402587890625E+02    0.388612926006317139E+02    0.135944485664367676E+00    0.305920505523681641E+03    0.464914143085479736E+02    0.159899009614217515E+02    0.896434787320076332E+01   -0.152571048049770203E+12   -0.466515351937698153E+01    1
    0.396275422074846395E+00    0.500824254535012434E-01    0.928266906738281383E+00    0.873835802078247070E+02    0.176811528205871582E+01    0.252459767460823059E+01    0.372801256179809581E+00    0.108400619029998779E+02    0.277497339248657227E+01    0.751096221804618835E+01   -0.347131776391385372E+00    0.312778154523563279E+00    0.306452533893984875E-03    0.330526299060681539E+00    0.270997657061901598E+00    0.128200769424438477E+01    0.381646156311035156E+00    0.166366374492645264E+03    0.239332914352416992E-01    0.560760498046875000E+02    0.806103646755218506E+02    0.188043584714754957E+02    0.792785351099085656E+00   -0.740729757455780792E+11   -0.467515351937698398E+01    1
    0.218791873999893222E+00   -0.631204377455663046E-01    0.581220388412475586E+00    0.129737001657485962E+03    0.337014079093933105E+01    0.161271634697914124E+01    0.656971883773803667E+00    0.513026547431945801E+02    0.248598408699035645E+01    0.752519357204437256E+01   -0.236958935685792710E+00    0.256518650135810523E-01    0.150316868367147640E-03    0.364213444904281425E+00    0.558394818356274469E+00    0.121449065208435059E+01    0.572405129671096802E+02    0.251287472248077393E+02    0.535241186618804932E+00    0.345820140838623047E+03    0.285464346408843994E+02    0.164739189442083784E+02    0.680655294467054750E+00   -0.735623087984476166E+11   -0.468515351937698377E+01    1
    0.478882058959186729E+00   -0.958662509470730173E-01    0.740887403488159180E+00    0.146393680572509766E+02    0.147777199745178223E+01    0.155122759938240051E+01    0.728246498107910201E+00    0.509932887554168701E+02    0.192716693878173828E+01    0.760595488548278809E+01    0.179965555163656504E+00    0.369280484519065866E+00    0.100082033812636415E-03   -0.123995035377895187E-01    0.118993052623353426E+00    0.202370476722717285E+01    0.706817114353179932E+02    0.723535752296447754E+02    0.733274638652801514E+00    0.264578032493591309E+03    0.698660790920257568E+02    0.146551197748790543E+02    0.996713733153666652E+02   -0.615204687365404663E+11   -0.469515351937698444E+01    1
   -0.180490053153769342E+00   -0.377223032961681803E+00    0.877248573303222701E+00    0.881952810287475586E+02    0.412004232406616211E+00    0.178374856710433960E+01    0.245969867706298834E+00    0.162927267551422119E+03    0.214340615272521973E+01    0.799702185392379761E+01   -0.116193835684932661E+00   -0.529784827855865614E-01    0.828733235396818257E-05    0.134806299754133135E+00   -0.917937345658816350E-01    0.204967498779296875E+00    0.742152696847915649E+02    0.897637081146240234E+02    0.380812585353851318E+00    0.125606369972229004E+03    0.857630372047424316E+01    0.165152636648882769E+02    0.235737490286233893E+02   -0.564546670846401367E+11   -0.470515351937698423E+01    1
   -0.167884056786126723E+00    0.440392050762279996E+00    0.666780471801757812E+00    0.159298871755599976E+03    0.148397850990295410E+01    0.287630215287208557E+01    0.953750228881836026E+00    0.154353682994842529E+03    0.151371192932128906E+01    0.739994022250175476E+01   -0.268083466708731767E-01    0.214088305764418479E+00    0.205293121159693173E-03   -0.495972248245308611E+00    0.251764798039746218E+00    0.128050971031188965E+01    0.874100375175476074E+02    0.759051740169525146E+02    0.563504755496978760E+00    0.315928888320922852E+03    0.225288271903991699E+01    0.166217378638633164E+02    0.148135878494308226E+02   -0.522400653926072693E+11   -0.471515351937698135E+01    1
    0.991625301471351361E-01   -0.304422827010247476E+00    0.408126115798950195E+00    0.160114284753799438E+03    0.170820212364196777E+01    0.267523929476737976E+01    0.666345453262329190E+00    0.111722416877746582E+03    0.307486701011657715E+01    0.661251384019851685E+01   -0.606925853609330754E-01   -0.172525491522294960E+00    0.862020735796147715E-04    0.560963600653124825E-01    0.372043157211529418E+00    0.388707256317138672E+01    0.890232789516448975E+02    0.143360584974288940E+03    0.254927873611450195E-01    0.170338702201843262E+03    0.769712209701538086E+02    0.150408847037869347E+02    0.229539277272729016E+02   -0.380139273126287689E+11   -0.472515351937698025E+01    1
   -0.327908228788231115E+00   -0.416405160334494318E+00    0.699767398834228560E+00    0.101190648078918457E+03    0.183134531974792480E+01    0.198789820075035095E+01    0.506783199310302690E+00    0.336130678653717041E+02    0.296117162704467773E+01    0.573134827613830566E+01   -0.215569179601076827E+00   -0.544921382878435431E-01    0.603456557098833960E-04    0.171634770495930122E+00   -0.101969310306786409E+00    0.197323203086853027E+01    0.202048659324645996E+01    0.487148487567901611E+02    0.833258867263793945E+00    0.130666422843933105E+03    0.299891948699951172E+02    0.172966724725539862E+02    0.155279352137334890E+02   -0.364950868326123734E+11   -0.473515351937698448E+01    1
    0.279126419483497257E+00    0.443761101151500192E+00    0.596616029739379883E+00    0.153667724132537842E+02    0.121709394454956055E+01    0.157488334178924561E+01    0.789909553527831987E+00    0.139715666770935059E+03    0.114694452285766602E+01    0.654068785905838013E+01    0.334793451843969359E+00   -0.118198537101678242E+00    0.162206684276600631E-03    0.676263780117048019E+00    0.392951620082831188E+00    0.331824350357055664E+01    0.236807191371917725E+02    0.332355737686157227E+01    0.498907506465911865E+00    0.160832858085632324E+03    0.909368872642517090E+02    0.175938530074689368E+02    0.105993221345418130E-01   -0.324890876872828712E+11   -0.474515351937698782E+01    1
   -0.590754790007284106E-01   -0.199858450267675208E+00    0.917705821990966841E+00    0.970893144607543945E+01    0.121240353584289551E+01    0.219231238961219788E+01    0.312560415267944369E+00    0.121279889345169067E+03    0.398198294639587402E+01    0.784087213873863220E+01    0.310933379735278237E+00    0.290974425918580359E+00    0.593092719894791883E-04    0.430948915711966418E+00    0.112631685140875945E+00    0.365707421302795410E+01    0.271671831607818604E+01    0.571939229965209961E+01    0.430404186248779297E+00    0.485541343688964844E+02    0.663296699523925781E+02    0.190742841764548920E+02    0.962045874811550874E+02   -0.267227421469965096E+11   -0.475515351937698494E+01    1
    0.813282297919097202E-01    0.201754230441927224E+00    0.564264774322509766E+00    0.951554417610168457E+01    0.378669667243957520E+01    0.269614791870117188E+01    0.800471448898315563E+00    0.811653614044189453E+02    0.278029441833496094E+01    0.406747299432754517E+01   -0.250281927505791257E+00    0.512030151953569296E-01    0.258244368801821848E-03    0.996733424566188103E-02   -0.184098698932599419E+00    0.184229254722595215E+01    0.820978957414627075E+02    0.795732128620147705E+02    0.661490380764007568E+00    0.116293859481811523E+03    0.396767020225524902E+02    0.165036164399330261E+02    0.123186686633016910E-01   -0.256805501981351433E+11   -0.476515351937698117E+01    1
    0.316145823887406252E+00   -0.230883045499271883E+00    0.948313188552856401E+00    0.996318340301513672E+01    0.228412532806396484E+01    0.291565042734146118E+01    0.934693050384521440E+00    0.968850910663604736E+02    0.850064992904663086E+00    0.786577153205871582E+01    0.626537624673248056E-01   -0.561214331586955772E+00    0.424913794291105831E-03    0.151786255308810514E+00    0.756233876147704986E-01    0.190265655517578125E+00    0.593272501230239868E+02    0.691040575504302979E+02    0.960868000984191895E-01    0.709115266799926758E+02    0.596191406250000000E+02    0.148265943973089094E+02    0.136442280274263772E+01   -0.157852381672133427E+11   -0.477515351937698451E+01    1
