    0.553215837478637784E+00    0.686513435840606689E+02    0.179848497786571498E+00   -0.920713120161325699E-01    0.120823926925659175E+01    0.220815192182904148E+10   -0.424198508262634277E+00    0.391770601272583008E-01    0.881143426895141690E+00    0.633943641185760498E+02    0.200479292869567871E+01    0.739187481999397278E+01   -0.168082447906512639E+00    0.121449931018475010E+00    0.805880013036230046E-02   -0.188895325244642714E+20   -0.460515351937698814E+01    1
    0.967429304122924938E+00    0.107995820045471191E+02   -0.714447962546481061E-02   -0.118914978771570187E+00    0.120639379024505611E+01    0.102896392839682773E+09   -0.801781296730041504E+00    0.441659271717071533E+00    0.553393602371215820E+00    0.156281965970993042E+03    0.372584700584411621E+01    0.768523830175399780E+01    0.259338729941858831E-01   -0.201249242496172542E+00    0.602765665400537692E-02   -0.611245162071429427E+19   -0.461515351937698259E+01    1
    0.279916191101074241E+00    0.173268942832946777E+03   -0.191872034684551912E+00    0.168094799608974436E-01    0.109163453578948966E+01    0.103914337290483904E+10   -0.425678253173828125E+00    0.339422285556793213E+00    0.349229145050048873E+00    0.551864826679229736E+02    0.254185652732849121E+01    0.786033648252487183E+01    0.250016779622072804E+00   -0.324888237297493374E-01    0.858486957788351379E-02   -0.148997296434339098E+19   -0.462515351937698149E+01    1
    0.285925388336181641E+00    0.348853468894958496E+01   -0.193918730297160044E-01    0.109217436027818277E+00    0.111339597702026372E+01    0.335045330071172905E+10   -0.657846510410308838E+00    0.246668457984924316E+00    0.510447120666503995E+00    0.157487028837203979E+03    0.246245265007019043E+01    0.662220421433448792E+01   -0.202056517750751619E+00    0.110335896558801161E+00    0.999098159807337502E-02   -0.919454873953730176E+18   -0.463515351937698661E+01    1
    0.283695840835571311E+00    0.359039747714996338E+02    0.717648606779261455E-01   -0.133803201078838113E+00    0.115170032978057857E+01    0.213716492269643515E+09   -0.198409318923950195E+00    0.545317709445953369E+00    0.738301277160644531E+00    0.372132575511932373E+02    0.301336097717285156E+01    0.670160564780235291E+01   -0.122813086086640780E+00    0.130660306586910080E+00    0.436801200202718582E-02   -0.904161661242483200E+18   -0.464515351937698728E+01    1
    0.447312164306640669E+00    0.101098358631134033E+02    0.583554555980923539E+00    0.712217068162224465E-01    0.858631062507629328E+00    0.493733563352578506E+08   -0.916083455085754395E+00    0.716490685939788818E+00    0.660663557052612260E+00    0.129605541229248047E+03    0.328235030174255371E+01    0.636515024304389954E+01    0.318193833989667690E-01   -0.140747437710027123E+00    0.841218849711010408E-02   -0.481454986207832960E+18   -0.465515351937698174E+01    1
    0.574019956588745162E+00    0.853949368000030518E+02    0.231232079733849696E-01    0.199827383032808170E-01    0.113213815689086905E+01    0.645491471633034348E+09   -0.725739717483520508E+00    0.252629518508911133E+00    0.969215154647827148E+00    0.711522245407104492E+02    0.377805590629577637E+01    0.601469907164573669E+01    0.149000888489548872E+00    0.225161098172351574E-01    0.343973142611333832E-02   -0.338477591412985024E+18   -0.466515351937698153E+01    1
    0.294897937774658225E+00    0.152255551815032959E+03    0.190585773614756621E+00    0.192211234184597318E+00    0.107028157711029048E+01    0.354214891363414347E+09   -0.212786793708801270E+00    0.295927345752716064E+00    0.761039972305297852E+00    0.836207091808319092E+02    0.275108551979064941E+01    0.749012100696563721E+01    0.103042643003741954E+00   -0.127226658102625678E+00    0.297705726471471062E-02   -0.328903080615505728E+18   -0.467515351937698398E+01    1
    0.773389387130737349E+00    0.174072146415710449E+01   -0.248620772970664060E-01   -0.316001067289644111E+00    0.100560417175292960E+01    0.129514181032854438E+10   -0.695720434188842773E+00    0.834603011608123779E+00    0.601675033569335938E+00    0.179683477878570557E+03    0.233732986450195313E+01    0.591864201426506042E+01    0.217885730793682897E+00    0.332687945560722689E-01    0.543780418870468043E-02   -0.226627998117486400E+18   -0.468515351937698377E+01    1
    0.466545200347900424E+00    0.328676819801330566E+02    0.404887292637511387E+00    0.101873402357284371E+00    0.103446135520935067E+01    0.157493028193847328E+09   -0.902121901512145996E+00    0.579656958580017090E+00    0.448775434494018577E+00    0.546370160579681396E+02    0.114968776702880859E+01    0.556711930036544800E+01    0.193233179029000945E+00    0.380721853864080251E+00    0.888623090775133434E-02   -0.119533106638516112E+18   -0.469515351937698444E+01    1
